id,type,wikidata_name_first,wikidata_name,mainsnak.property_text,wikidata_description_first,wikidata_description,wikidata_name2_first,wikidata_name2,mainsnak.datavalue.value.latitude,mainsnak.datavalue.value.longitude
Q6403715$08CF0221-DD18-4C84-B8AA-9353349146E0,statement,en_Kiamara,en_Kiamara;nl_Kiamara,coordinate location,,,,,-0.7,37
Q6403735$40648235-11B3-4743-9C8B-466F416E2B51,statement,en_Kiambururu,en_Kiambururu;nl_Kiambururu,coordinate location,,,,,-1.05,37
Q6403759$697EADD4-8EEE-48F8-ABBC-B0C76C4260A4,statement,en_Kiamucheru,en_Kiamucheru;nl_Kiamucheru,coordinate location,,,,,-0.42,37
Q6403765$5B1F5A9D-049B-4BA7-A5CD-BF3DD0FCAA4F,statement,en_Kiamuya,en_Kiamuya;nl_Kiamuya,coordinate location,,,,,-0.57,37
q6403793$7C2D5C83-D6B2-47E3-834E-6A540C6C5ACA,statement,en_Kianda School,en_Kianda School;sw_Chuo cha Kianda,coordinate location,,,,,-1.265163,36.757812
Q6403824$707424A0-1932-47F2-9BB8-CAC14BCB7CA1,statement,en_Kiangunyi,en_Kiangunyi;nl_Kiangunyi,coordinate location,,,,,-0.7,37
Q6403883$83F227A2-F4C5-4C36-97CB-49A12A54BFF7,statement,en_Kiarutara,en_Kiarutara;nl_Kiarutara,coordinate location,,,,,-0.85,37
Q6403910$DF5869A9-CC08-4E37-9C46-4512E9CD3691,statement,en_Kiawamururu,en_Kiawamururu;nl_Kiawamururu,coordinate location,,,,,-0.55,37
Q6403911$325C380E-23EE-46FF-8957-7C6135B55560,statement,en_Kiawanjugu,en_Kiawanjugu;nl_Kiawanjugu,coordinate location,,,,,-0.72,37
Q6405310$48A700CD-E598-4FA0-85A7-99D2FBECEF95,statement,en_Kieni,en_Kieni;nl_Kieni,coordinate location,,,,,-0.85,37
Q6405957$B22C4A7B-8CFD-4813-8A73-F147A3A4E330,statement,en_Kigogo-ini,en_Kigogo-ini;nl_Kigogo-ini,coordinate location,,,,,-0.45,37
Q6406030$1643A467-83B2-47FA-AF33-A251C3054801,statement,en_Kihome,en_Kihome;nl_Kihome,coordinate location,,,,,-0.52,37
Q6406032$E7502A8F-D9F0-427C-B308-D96AC1A77FEA,statement,en_Kihoya,en_Kihoya;nl_Kihoya,coordinate location,,,,,-0.65,37
Q6406935$61D15388-D707-43AF-A61F-CF6AAB9B2523,statement,en_Kilimaini,en_Kilimaini;nl_Kilimaini,coordinate location,,,,,-0.65,37
Q6414709$6E5D5012-B77E-4E21-97D6-EF9A2B5C0E6B,statement,en_Kiptagich,en_Kiptagich;nl_Kiptagich,coordinate location,,,,,0.38,36
Q6415059$C5B92600-E337-413F-8529-720ECEDB8F73,statement,en_Kirerwa,en_Kirerwa;nl_Kirerwa,coordinate location,,,,,-0.85,37
Q6415291$D8C65A77-D892-4249-A129-660DB2998DC0,statement,en_Kirimaini,en_Kirimaini;nl_Kirimaini,coordinate location,,,,,-0.8,37
Q6415934$B8BE5300-F2EA-4F6D-A8AA-4C98F4DFE61E,statement,en_Kiroe,en_Kiroe;nl_Kiroe,coordinate location,,,,,-1.2,37
Q6415941$AD52A9E1-E550-4A37-A7F4-964569FF26A0,statement,en_Kirong'e,en_Kirong'e;nl_Kirong'e,coordinate location,,,,,-0.52999997,37
Q6416291$A7E8F7B0-B222-4F9E-A449-3A98C20A7635,statement,en_Kirurumi,en_Kirurumi;nl_Kirurumi,coordinate location,,,,,-0.43,37
Q6418720$4890B45D-265A-4B76-9884-5CEF5CABE271,statement,en_Kiumba,en_Kiumba;nl_Kiumba,coordinate location,,,,,-0.75,37
Q6418735$B8979634-A300-4C31-95FC-C7EE86E88BED,statement,en_Kiuria,en_Kiuria;nl_Kiuria,coordinate location,,,,,-0.67,37
Q6522234$FBA3C7D9-F5C9-4874-805D-B6504FD94018,statement,en_Lenana School,en_Lenana School;sw_Shule ya Lenana,coordinate location,nl_kostschool in Kenia,nl_kostschool in Kenia,,,-1.30025,36.72821
Q10524043$E0DBDB1A-1D95-4F46-AAE6-1F4D4525F248,statement,sv_Hilton Nairobi,sv_Hilton Nairobi,coordinate location,,,,,-1.28527778,36.82444444
Q626697$9C29324C-001C-4242-A424-F63191528D85,statement,de_Mathare,de_Mathare;en_Mathare;nl_Mathare;it_Mathare;fr_Mathare,coordinate location,nl_Nairobi,nl_Nairobi;en_suburb,it_Mathare Valley,it_Mathare Valley,-1.26,36.86194444
Q6669028$AC42CE68-8366-4B44-A812-397C040B4DCE,statement,en_Lolomarik Farm,en_Lolomarik Farm;nl_Lolomarik Farm,coordinate location,,,,,0.1,37.28
Q6723479$7737E092-87A3-4284-A87A-A590EA8E5227,statement,en_Machege,en_Machege;ur_ماچیگی;nl_Machege,coordinate location,,,,,-0.08,35.92
Q6740494$F6134CA4-4D84-4D06-A39C-5420C7960EFF,statement,en_Makuyu,en_Makuyu;pl_Makuyu;nl_Makuyu;es_Makuyu;ceb_Makuyu (lungsod);sv_Makuyu (ort),coordinate location,,,,,-0.9,37.18
Q6785915$093B967D-F128-43E0-8251-CD51B2F7D3D5,statement,en_Mataara,en_Mataara;nl_Mataara,coordinate location,,,,,-0.87,36.8
Q6792160$36079058-9E0C-41B7-BAE1-FA5F9D8E1B51,statement,en_Mau-Mau Cave,en_Mau-Mau Cave,coordinate location,,,,,-0.31111111,36.96277778
Q6794317$0D34BA16-D09B-474C-AE01-A4E5A3796DD9,statement,en_Mavuria,en_Mavuria;nl_Mavuria,coordinate location,,,,,-0.78,37.65
Q6845249$5CF6E36F-E5C8-4181-9628-C438F1A434B5,statement,en_Miharati,en_Miharati;nl_Miharati,coordinate location,,,,,-0.4,36.48
Q6845352$4C42468B-EEB6-4D61-8B3C-D189FECA13E8,statement,en_Mihuti,en_Mihuti;nl_Mihuti,coordinate location,,,,,-0.65,36.97
Q6883601$6037BD72-8572-42DB-9FB7-C62EEB07E9A1,statement,en_Mitungugu,en_Mitungugu;nl_Mitungugu,coordinate location,,,,,-0.1,37.78
Q6890777$E1F998D2-1DF1-4BB3-8860-EE4133B3F398,statement,en_Mogwooni,en_Mogwooni;nl_Mogwooni,coordinate location,,,,,0.18,36.98
Q6921666$DCF461F3-C820-4243-9F71-C24F9DFB1922,statement,en_Mount Kinangop,en_Mount Kinangop;zh_基南戈普山;el_Όρος Κινανγκόπ;nl_Mount Kinangop;ceb_Mount Kinangop;sv_Mount Kinangop,coordinate location,,,,,-0.62765,36.70832
Q6921677$154866D7-EAC9-43C1-9DEF-6471E169EA9F,statement,en_Mount Kipipiri,en_Mount Kipipiri;nl_Mount Kipipiri,coordinate location,,,,,-0.437432,36.542673
Q6932209$FDE355E3-AA32-4FC0-B492-D2AD64585B2E,statement,en_Mugoiri,en_Mugoiri;nl_Mugoiri,coordinate location,,,,,-0.75,37.02
Q6932211$3B23151B-E66F-4151-B967-E6C8DE71A3CD,statement,en_Mugomoini,en_Mugomoini;nl_Mugomoini,coordinate location,,,,,-0.85,37.08
Q6933678$0A8581E7-FF5A-4167-A478-E3505CE957DD,statement,de_Mukurwe-ini,de_Mukurwe-ini;en_Mukurwe-ini;sw_Mukurwe-ini;sv_Mukurwe-ini;nl_Mukurwe-ini,coordinate location,,,"sw_Mukurwe-ini, Kenya","sw_Mukurwe-ini, Kenya",-0.560943,37.048758
Q6959740$0AF405BA-4F1C-40EF-8C5F-360C960F6727,statement,en_Nairagie Ngare,en_Nairagie Ngare;nl_Nairagie Ngare,coordinate location,,,,,-1.05,36.17
Q6959783$E65E3D06-DCEE-414A-ABB5-EB521045A668,statement,en_Nairobi Dam,en_Nairobi Dam;ceb_Nairobi Dam;sv_Nairobi Dam,coordinate location,nl_dijkdam in Kenia,nl_dijkdam in Kenia,,,-1.3175,36.80611111
Q6959784$37A8FA2F-E99A-4791-A457-A1A23D9FEACB,statement,en_Nairobi Gymkhana Club,en_Nairobi Gymkhana Club,coordinate location,,,,,-1.27,36.82736111
q6959799$F1CD3ED0-68B3-4CE1-9E46-C38D769F63C9,statement,en_Nairobi railway station,en_Nairobi railway station;zh_内罗毕火车站;ru_Найроби (станция),coordinate location,,,,,-1.291664,36.828619
Q6983730$449B26C7-2B8A-4307-960C-5E56D7761503,statement,en_Nderi,en_Nderi;nl_Nderi,coordinate location,,,,,-1.22,36.65
Q6983734$7AFE3F27-0264-4965-BAE0-77EB006C8E04,statement,en_Nderu,en_Nderu;nl_Nderu,coordinate location,,,,,-1.15,36.6
Q6983799$07D3A963-A669-48DC-B1CC-861F38657A91,statement,en_Ndooa,en_Ndooa;nl_Ndooa,coordinate location,,,,,-1.23,38.18
Q6983855$AB70313E-2DEA-4473-B246-8263FE29240B,statement,en_Ndurarua,en_Ndurarua;nl_Ndurarua,coordinate location,,,,,-1.23,36.7
Q6991065$11B47D70-4426-4A39-A373-481BF1C4C783,statement,en_Nembu,en_Nembu;nl_Nembu,coordinate location,,,,,-1.05,36.88
Q7022292$52D9C398-4106-4832-9A4D-1DF48EFDF064,statement,en_Ngethu,en_Ngethu;nl_Ngethu,coordinate location,,,,,-0.92,36.9
Q7024031$148DE7F2-2EA3-4FA5-8C26-C038C49AB7DA,statement,en_Niandarawa,en_Niandarawa;nl_Niandarawa,coordinate location,,,,,-0.55,36.62
Q7042565$160D424D-53EF-4F82-BA04-CA8CEC3119C2,statement,en_Nkidongi,en_Nkidongi;nl_Nkidongi,coordinate location,,,,,-1.05,36.57
Q15036536$542250AC-16A4-4975-A909-E635E0B01F3A,statement,en_Kabarnet Museum,en_Kabarnet Museum,coordinate location,,,,,0.491632,35.7424
Q15036568$8EA55483-6282-427A-8527-56BD7BA5052C,statement,en_Kenya Commercial Bank Plaza,en_Kenya Commercial Bank Plaza,coordinate location,,,,,-1.3,36.81333333
Q15045466$AC12A887-4E20-48E1-B436-BDED8877F9A8,statement,en_Gicheru,en_Gicheru;nl_Gicheru,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-1.2,36.55
Q15045467$F75284CA-3709-476A-9015-C74ED1F97F2D,statement,en_Gikunguru,en_Gikunguru;nl_Gikunguru,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.78,37.05
Q15045468$2ACDC5D4-C239-4D95-B388-29E47428AAF9,statement,en_Gikure,en_Gikure;nl_Gikure,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.97,36.83
Q15045474$78AF9BF3-750A-4353-9AE1-3AB84F2AD04D,statement,en_Ichachiri,en_Ichachiri;nl_Ichachiri,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.98,36.88
Q15045478$EA0B0475-A520-473A-9810-62ED7A99971B,statement,en_Ikumbi,en_Ikumbi;nl_Ikumbi,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.78,36.9
Q15045490$D6AC117B-4CC3-448E-B2D5-A5D25372AD28,statement,en_Kagira,en_Kagira;nl_Kagira,coordinate location,nl_stad in Kenia,nl_stad in Kenia,,,-0.85,37.03
Q15045500$49807A60-EEE9-4BBD-9135-2A2EABC99B1A,statement,en_Kahuro,en_Kahuro;nl_Kahuro,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.75,37
Q15045517$98724920-D7B7-4D90-B5FD-189C9F4500D4,statement,en_Kandongo,en_Kandongo;nl_Kandongo,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.65,37.28
Q15045619$4944EBD8-CF2D-41AE-979D-AAE2AC55848C,statement,en_Mararo,en_Mararo;nl_Mararo,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-1.23,36.72
Q15045623$967CFFF1-33BC-4508-82B6-25CD5DCE2B44,statement,en_Mitubiri Ranch,en_Mitubiri Ranch;nl_Mitubiri Ranch,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.98,37.15
Q15045626$5D8C3B08-0ABA-4931-BF0F-EDC54F0438F3,statement,en_Mt Kenya University,en_Mt Kenya University;ja_ケニア山大学,coordinate location,,,,,-1.045162,37.080903
Q15045627$990EE462-E9D3-4820-AD54-86D672034BDA,statement,en_Mukangu,en_Mukangu;nl_Mukangu,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.72,37.07
Q15045639$A3DB9660-608C-4821-B6D0-015B4A3D6A82,statement,en_Ndenderu,en_Ndenderu;nl_Ndenderu;ceb_Ndenderu;sv_Ndenderu,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-1.18,36.75
Q15045641$B1591167-451D-4106-B686-64EBC2613591,statement,en_Ndiaini,en_Ndiaini;nl_Ndiaini,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.57,36.98
Q15045646$133D9C41-58C5-47B1-82D6-6D8FB7EEC66B,statement,"en_Ngandu, Kenya","en_Ngandu, Kenya;nl_Ngandu, Kenya",coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.45,37.1
Q15045651$D3735FDC-1050-4F72-AAD0-A8BCD631F959,statement,en_Njabini,en_Njabini;nl_Njabini,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.72,36.67
Q15045701$D0BFC6BB-3924-4DFB-9ADB-6F4F96C4C069,statement,en_Makenge,en_Makenge;nl_Makenge,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.45,37.52
Q15232379$485129E4-60E3-4E05-9714-50B7EF0FBDAB,statement,en_Kahawa,en_Kahawa,coordinate location,,,,,-1.19,36.93
Q15233166$0E823084-AB40-47E8-8168-9D6DCDC98C6E,statement,en_Kamarr,en_Kamarr;ru_Камарр;nl_Kamarr,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,0.27,36.02
Q15260816$908684DC-56C2-4176-B8F7-627ADB71DF0E,statement,en_Nairobi airport fire,en_Nairobi airport fire;zh_奈洛比機場大火,coordinate location,,,,,-1.330621,36.925166
Q7070808$0C6F14C1-5825-4470-9409-D8A3213DE396,statement,en_Nyakahura,en_Nyakahura;nl_Nyakahura,coordinate location,,,,,-0.7,37.1
Q7070836$51932197-D674-4040-A121-186EF3A36CEC,statement,en_Nyamakuyu,en_Nyamakuyu;nl_Nyamakuyu,coordinate location,,,,,-0.4,36.88
Q7070885$AA875677-979F-44EC-AAEC-F4F27596EC46,statement,en_Nyangi Farm,en_Nyangi Farm;nl_Nyangi Farm,coordinate location,,,,,-0.3,37.02
Q7070886$447281B1-DEB9-416E-9603-1E4C7B00804F,statement,en_Nyangiti,en_Nyangiti;nl_Nyangiti,coordinate location,,,,,-0.68,37.05
Q7071072$D14C5FAB-8EBE-47E9-B8E7-9700D9CF3791,statement,en_Nyeri High School,en_Nyeri High School;sw_Shule ya Upili ya Nyeri,coordinate location,,,,,-0.407924,36.920571
Q7078841$C502D975-0060-4C77-8CB6-77F384ECF745,statement,en_Ofafa,en_Ofafa,coordinate location,,,,,-1.29388889,36.86083333
Q7106668$25669736-E52A-421A-9077-FE5DDDB8FFD4,statement,en_Oshwal High School,en_Oshwal High School,coordinate location,nl_voortgezet onderwijsinstelling in Kenia,nl_voortgezet onderwijsinstelling in Kenia,,,-1.26027778,36.80888889
Q7108565$64655E11-CE75-4C33-893B-4F913A5126A9,statement,de_Othaya,de_Othaya;en_Othaya;sw_Othaya;sv_Othaya;pl_Othaya;nl_Othaya;ceb_Othaya,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,"sw_Othaya, Kenya","sw_Othaya, Kenya",-0.55,36.95
Q7193402$C09CFDC2-3545-4A1F-80A1-7B184439256E,statement,sw_Sagana,"sw_Sagana;pl_Sagana;en_Sagana;nl_Sagana;nb_Sagana;ceb_Sagana (lungsod sa Kenya, Kirinyaga, lat -0,67, long 37,20);ja_サガナ;sv_Sagana (ort i Kenya, Kirinyaga, lat -0,67, long 37,20)",coordinate location,nl_Plaats in Kenia,"nl_Plaats in Kenia;en_settlement, Kenya",,,-0.66666667,37.2
Q7487434$03C46790-5F8F-4783-8273-D2ED4EA7BEB5,statement,en_Shamata,en_Shamata,coordinate location,,,,,-0.116665,36.550005
Q7503903$902B3AD4-C93C-4D96-A9EA-989FDEC9321C,statement,"en_Shri Swaminarayan Mandir, Nairobi","en_Shri Swaminarayan Mandir, Nairobi;bn_শ্রী স্বামীনারায়ণ মন্দির",coordinate location,,,,,-1.26833,36.8161
Q7517411$577455D1-C299-4D0D-8C98-F2751DADBEF6,statement,en_Simba Union Ground,en_Simba Union Ground;es_Campo del Simba Union,coordinate location,,,,,-1.26726667,36.82826944
Q7525093$BF4A09D1-7DC9-40ED-A5F3-0E58D2BE8A83,statement,en_Sintakara,en_Sintakara;nl_Sintakara,coordinate location,,,,,-1,36
Q7555904$665C5515-E857-47E1-9F53-9CAF79A76BE4,statement,en_Solar Ice Rink,en_Solar Ice Rink,coordinate location,,,,,-1.329034,36.855821
Q20312813$877D9765-3B0F-4151-B65B-A37A036304D8,statement,en_Amu Power Company,en_Amu Power Company,coordinate location,,,,,-0.333056,36.4286
Q7601804$52A253BA-6F37-4FC4-A918-F9C8F6927265,statement,en_Starehe Boys' Centre and School,en_Starehe Boys' Centre and School;sw_Shule ya Upili ya Wavulana ya Starehe,coordinate location,,,,,-1.28043,36.8402
Q21038936$BFBC5074-FD02-46B7-89C2-8DF31A001D0E,statement,fr_Gbadu Tessera,fr_Gbadu Tessera;en_Gbadu Tessera;it_Gbadu Tessera,coordinate location,,,,,-1,38
q739993$2C6FBB1A-573E-4131-9CC7-CF463A36D46D,statement,zh-hans_内罗毕国家公园,zh-hans_内罗毕国家公园;zh-hant_奈洛比國家公園;zh-hk_奈洛比國家公園;pt_Parque Nacional de Nairobi;pl_Park Narodowy Nairobi;fr_parc national de Nairobi;ru_Найроби;es_Parque Nacional de Nairobi;en_Nairobi National Park;mk_Национален парк Најроби;fi_Nairobin kansallispuisto;uk_Найробі;it_Parco nazionale di Nairobi;et_Nairobi rahvuspark;de_Nairobi-Nationalpark;ja_ナイロビ国立公園;cs_Národní park Nairobi;vi_Vườn quốc gia Nairobi;ka_ნაირობის ეროვნული პარკი;pnb_نیروبی نیشنل پارک;kk-arab_نايروبىي;kk-cyrl_Найроби;kk-latn_Naýrobï;da_Nairobi nationalpark;nl_Nationaal park Nairobi;sv_Nairobi nationalpark;ko_나이로비 국립공원;kk_Найроби;fa_پارک ملی نایروبی;zh_内罗毕国家公园;nb_Nairobi nasjonalpark;ca_Parc Nacional de Nairobi,coordinate location,,,pl_Nairobi National Park,pl_Nairobi National Park;ru_Наироби;es_Nairobi National Park;fi_Nairobi National Park;uk_Національний парк Найробі;it_Nairobi National Park;de_Nairobi National Park;nl_Nairobi National Park;sv_Nairobi National Park,-1.3733333333333,36.858888888889
Q24236262$4C9B55F1-5BD3-48EF-8CA8-14E14E6DEC5A,statement,en_Gigiri,en_Gigiri,coordinate location,,,,,-1.25,36.8
Q24236455$123622A0-07C6-4D7D-BC98-0F1B5F92ADEE,statement,en_Menengai I Geothermal Power Station,en_Menengai I Geothermal Power Station,coordinate location,,,,,-0.19305556,36.07
Q27195382$1e7753d2-40e1-015b-61c5-ed5d1a290897,statement,ceb_Lion Valley,ceb_Lion Valley;sv_Lion Valley;en_Lion Valley,coordinate location,,,,,-1.36667,36.83333
q114$A90FD7B8-51DF-4F5D-9231-2F899158B336,statement,en_Kenya,en_Kenya;fr_Kenya;de_Kenia;ru_Кения;es_Kenia;it_Kenya;en-ca_Kenya;en-gb_Kenya;br_Kenya;nl_Kenia;sw_Kenya;ace_Kenya;af_Kenia;gsw_Kenia;am_ኬንያ;an_Kenia;ang_Cenia;ar_كينيا;arz_كينيا;ast_Kenia;az_Keniya;bcl_Kenya;be_Кенія;bg_Кения;bjn_Kenya;bm_Kenya;bn_কেনিয়া;bo_ཁེ་ནི་ཡ།;bpy_কেনিয়া;bs_Kenija;ca_Kenya;ceb_Kenya;ckb_کینیا;cs_Keňa;cv_Кени;cy_Kenya;da_Kenya;diq_Kenya;dsb_Kenia;dv_ކެންޔާ;dz_ཀེ་ནི་ཡ་;el_Κένυα;eo_Kenjo;et_Kenya;eu_Kenya;ext_Quénia;fa_کنیا;ff_Kenya;fi_Kenia;fo_Kenja;frp_Kenia;frr_Keenia;fy_Kenya;ga_An Chéinia;gag_Keniya;gd_A' Cheinia;gl_Kenya;gu_કેન્યા;gv_Yn Cheinney;ha_Kenya;haw_Kenia;he_קניה;hi_कीनिया;hif_Kenya;hr_Kenija;hsb_Kenia;ht_Kenya;hu_Kenya;hy_Քենիա;ia_Kenya;id_Kenya;ie_Kenia;ilo_Kenya;io_Kenia;is_Kenía;ja_ケニア;jbo_lo gugdeku'e;jv_Kénya;ka_კენია;kaa_Keniya;kab_Kenya;kg_Kenya;ki_Kenya;kk_Кения;kl_Kenya;kn_ಕೀನ್ಯಾ;ko_케냐;ku_Kenya;kw_Kenya;la_Kenia;lb_Kenia;lg_Kenya;li_Kenia;lij_Kenya;lmo_Kenya;ln_Kénya;lt_Kenija;ltg_Keneja;lv_Kenija;mg_Kenia;mi_Kēnia;mk_Кенија;ml_കെനിയ;mn_Кени;mr_केनिया;mrj_Кени;ms_Kenya;mt_Kenja;my_ကင်ညာနိုင်ငံ;na_Keniya;nah_Quenia;nap_Kenya;nds_Kenia;nn_Kenya;nov_Kenya;nso_Kenya;nv_Kénya;oc_Kenya;or_କେନିଆ;os_Кени;pa_ਕੀਨੀਆ;pag_Kenya;pam_Kenya;pap_Kenia;pih_Keniia;pl_Kenia;pms_Kenya;pnb_کینیا;ps_کېنيا;pt_Quénia;pt-br_Quênia;qu_Kinya;ro_Kenya;rw_Kenya;sa_केन्या;sah_Кения;sc_Kènya;scn_Kenya;sco_Kenyae;se_Kenia;sg_Kenyäa;sh_Kenija;sk_Keňa;sl_Kenija;sn_Kenya;so_Kiinya;sq_Kenia;sr_Кенија;ss_IKheniya;stq_Kenia;su_Kénya;sv_Kenya;szl_Kyńijo;ta_கென்யா;te_కెన్యా;tg_Кения;th_ประเทศเคนยา;ti_ኬንያ;tl_Kenya;tr_Kenya;ts_Kenya;tt_Кения;ug_كېنىيە;uk_Кенія;ur_کینیا;uz_Keniya;vec_Kenya;vi_Kenya;vo_Kenyän;war_Kenya;wo_Keeñaa;wuu_肯尼亚;xal_Кенимудин Орн;yi_קעניע;yo_Kẹ́nyà;zh_肯尼亚;zu_IKenya;nb_Kenya;de-ch_Kenia;tk_Keniýa;yue_肯雅;ba_Кения;zh-hant_肯亞;zh-tw_肯亞;zh-hans_肯尼亚;ce_Кени;sr-ec_Кенија;sr-el_Kenija;om_Keeniyaa;bxr_Кени;min_Kenya;be-tarask_Кенія;crh-latn_Keniya;sgs_Kėnėjė;nan_Kenya;rup_Kenia;vro_Kenya;ne_केन्या;zh-hk_肯雅;zh-cn_肯尼亚;vep_Kenii;new_केन्या;lez_Кения;zh-sg_肯雅;tokipona_ma Kenja;cdo_Kenya;ee_Kenia;st_Kenya;ky_Кения;lrc_کنیا;za_Kenya;lad_Kenia;hak_Khén-â;mzn_کنیا;xmf_კენია;pi_केन्या;gom_केनिया;ady_Кение;ig_Kenya;jam_Kenia;lzh_肯亞;azb_کنیا;bho_कीनिया;olo_Kenii;si_කෙන්යාව;de-at_Kenia,coordinate location,,,en_Republic of Kenya,en_Republic of Kenya;en_KE;en_KEN;en_ke;en_🇰🇪;de_Republik Kenia;ca_Kènia;ca_República de Kenya;ca_Kènya;it_Kenia;nb_Republikken Kenya;pt-br_República do Quênia;es_Kenya;hu_Kenyai Köztársaság;zh-hans_肯雅;zh-hans_肯尼亚共和国;zh-hans_肯雅共和国;zh-hant_肯亞共和國;zh-hant_肯雅;zh-hant_肯雅共和國;el_Δημοκρατία της Κένυας;ru_Республика Кения;jbo_la kenias;fr_Kénya;gl_Quenia;gl_República de Kenya;gl_República de Quenia;sw_Jamhuri ya Kenya;ja_ケニア共和国;ja_ケニヤ;de-at_Republik Kenia;de-ch_Republik Kenia,0.4,37.85
q38587$01BCC609-8B9A-4CB4-9F92-624A9151BE3E,statement,zh_裂谷省,zh_裂谷省;pl_Prowincja Wielkiego Rowu;be_Рыфт-Валі;fr_Vallée du Rift;ko_리프트밸리 주;es_Valle del Rift;hu_Hasadékvölgy tartomány;it_provincia della Rift Valley;sw_Mkoa wa Bonde la Ufa;et_Rift Valley provints;de_Rift Valley;ja_リフトバレー州;br_Rift Valley;pnb_رفٹ وادی;nl_Bonde la Ufa;sv_Rift Valley-provinsen;ar_الوادي المتصدع;pt_Província do Vale do Rift;eo_Provinco Rifta Valo;ru_Рифт-Валли;sr_Провинција Раседна долина;en_Rift Valley Province;ro_Provincia Rift Valley;ca_Província de Rift Valley;be-tarask_Рыфт-Валей;bg_Разломна долина;ka_რიფტ-ველის პროვინცია;da_Rift Valley;de-ch_Rift Valley;el_Πεδιάδα Ριφτ;en-ca_Rift Valley Province;en-gb_Rift Valley Province;pt-br_Província do Vale do Rift;nb_Rift Valley Province;ur_رفٹ ویلی صوبہ;sl_provinca Rift Valley;nn_Rift Valley-provinsen,coordinate location,,,zh_裂谷區,zh_裂谷區;pl_Prowincja Rift Valley;fr_Province de la Vallée du Rift;fr_Vallee du Rift;es_Provincia del Rift Valley;de_KE-700;ja_リフト・バレー州;nl_Rift Valley Province;nl_Rift Valley Provincie;nl_Rift Valley;sv_Rift Valley;ar_محافظة الوادي المتصدع;pt_Vale do Rift;da_Rift Valleyprovinsen,0.5,36
q186362$26BA071B-F469-4C85-B925-73F4E7A14A23,statement,de_Embu,"de_Embu;br_Embu;en_Embu, Kenya;eo_Embu;fa_امبو، کنیا;fr_Embu;hr_Embu;ka_ემბუ;nl_Embu;pl_Embu;pt_Embu;ro_Embu, Kenia;ru_Эмбу;sr_Ембу;sv_Embu;sw_Embu;war_Embu, Kenya;zh_恩布;nb_Embu;ca_Embu;ur_عمبو، کینیا;lt_Embu;ja_エンブ;ki_Embu;it_Embu",coordinate location,,,,,-0.53333333333333,37.45
q302246$C61BE11D-2210-44A5-96DE-B211562D663C,statement,en_Ruiru,en_Ruiru;ca_Ruiru;de_Ruiru;eo_Ruiru;es_Ruiru;fa_رویرو، کنیا;hr_Ruiru;ka_რუირუ;nl_Ruiru;pl_Ruiru;ro_Ruiru;sv_Ruiru;sw_Ruiru;zh_魯依魯;ru_Руиру;fr_Ruiru;nb_Ruiru;ur_رویرو;ceb_Ruiru (lungsod);ja_ルイル;it_Ruiru,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia;en_human settlement,,,-1.1488888888889,36.956944444444
Q579931$A931AC2C-A80D-46B7-B4A7-05736D0DBF3B,statement,fr_Gor Mahia Football Club,fr_Gor Mahia Football Club;ca_Gor Mahia;en_Gor Mahia F.C.;es_Gor Mahia FC;nl_Gor Mahia;pl_Gor Mahia;pt_Gor Mahia Football Club;ru_Гор Махиа;sv_Gor Mahia FC;sw_Gör Mahia;de_Gor Mahia FC;nb_Gor Mahia FC;ar_نادي غور مايا;hu_Gor Mahia FC,coordinate location,,,de_Gor Mahia Football Club,de_Gor Mahia Football Club;de_K'Ogalo;de_Mayienga;de_Sirkal;de_Taya;en_Gor Mahia Football Club;en_K'Ogalo;en_Mayienga;en_Sirkal;en_Taya;fr_Gor Mahia F.C.;fr_K'Ogalo;fr_Mayienga;fr_Sirkal;fr_Taya,-1.29388889,36.84222222
