id,type,wikidata_name_first,wikidata_name,mainsnak.property_text,wikidata_description_first,wikidata_description,wikidata_name2_first,wikidata_name2,mainsnak.datavalue.value.latitude,mainsnak.datavalue.value.longitude
Q534358$42E37B36-4D8A-4CEF-97C4-E6363141DD96,statement,zh-hans_汉莎航空540号班机空难,zh-hans_汉莎航空540号班机空难;zh-hant_漢莎航空540號班機空難;zh-hk_漢莎航空540號班機空難;de_Lufthansa-Flug 540;ja_ルフトハンザドイツ航空540便墜落事故;vi_Chuyến bay 540 của Lufthansa;fr_Vol 540 Lufthansa;en_Lufthansa Flight 540;zh_漢莎航空540號班機空難;ru_Катастрофа Boeing 747 в Найроби;ar_لوفتهانزا الرحلة 540,coordinate location,,,zh_德国汉莎航空公司540航班,zh_德国汉莎航空公司540航班;zh_德國漢莎航空540號班機空難;zh_德國漢莎航空540號班機,-1.31917,36.9275
Q5516177$AE8AE8FB-0B9A-4004-83AD-8C1AD0D4BEEB,statement,en_Gacharage,en_Gacharage,coordinate location,,,,,-0.75,36.88
Q5516204$71121EE6-A05C-46BA-9130-9BB69622772F,statement,en_Gachichi,en_Gachichi;nl_Gachichi,coordinate location,,,,,-0.57,36.92
Q5516221$08BB98F3-07F5-47B3-856F-516B8864706A,statement,en_Gachoiri,en_Gachoiri;nl_Gachoiri,coordinate location,,,,,-0.98,36.73
Q5516239$5F499189-054E-45D4-BE71-2BE59A37DE91,statement,en_Gacogu,en_Gacogu;nl_Gacogu,coordinate location,,,,,-0.72,37.42
Q5517383$436231C2-F32D-40C7-A683-8F6ACB4089A9,statement,en_Gaithece,en_Gaithece;nl_Gaithece,coordinate location,,,,,-1,36.9
Q5517659$AB095049-82CD-47F9-BC6A-056884F612BF,statement,en_Gakanga,en_Gakanga;nl_Gakanga,coordinate location,,,,,-0.43,36.83
Q5526948$F0D3D46F-FE56-4CD8-A5DA-E873DE86426D,statement,en_Gatare,en_Gatare;nl_Gatare,coordinate location,,,,,-0.73,36.77
Q5527335$C5483C86-AA33-4A25-8E40-5E7560373418,statement,en_Gathagi,en_Gathagi;nl_Gathagi,coordinate location,,,,,-1.05,36.92
Q5527336$42A9E61D-C63D-453E-B85E-4E07AA2DC152,statement,en_Gathaithi,en_Gathaithi;nl_Gathaithi,coordinate location,,,,,-0.75,36.92
Q5527402$F2ABCD9C-E52C-4B1D-9851-38A28C60FAD0,statement,en_Gathuthuma,en_Gathuthuma;nl_Gathuthuma,coordinate location,,,,,-0.43,37.22
Q5527404$C5CE3DFB-59AF-4F37-AF11-16B166196E25,statement,en_Gatiabai,en_Gatiabai;nl_Gatiabai,coordinate location,,,,,-1.23,36.67
Q5527411$B685FB0F-A37C-4A94-AABA-EEA50A13D507,statement,en_Gatiguru,en_Gatiguru;nl_Gatiguru,coordinate location,,,,,-1.07,36.88
Q5527414$204A6B88-A4E8-4D3A-A94C-C3DA36A0A981,statement,"en_Gatina, Kenya","en_Gatina, Kenya;nl_Gatina, Kenya",coordinate location,,,,,-0.55,37.13
Q5527560$890E8E09-62E1-4450-9348-F2FB2A87B9E3,statement,en_Gatwamba,en_Gatwamba;nl_Gatwamba,coordinate location,,,,,-1.02,36.7
Q5557968$BD79B38C-87E9-4ADF-A1B4-F613F3B5F920,statement,en_Giakaibii,en_Giakaibii;nl_Giakaibii,coordinate location,,,,,-0.42,37.15
Q5559448$612BF254-FCC3-428B-A4F3-6E218BF0CBAF,statement,en_Gichagiini,en_Gichagiini;nl_Gichagiini,coordinate location,,,,,-0.8,36.9
Q5559453$F32EF8AC-DE61-4F6F-95B8-76B8E9CD0B6C,statement,en_Gichera,en_Gichera;nl_Gichera,coordinate location,,,,,-0.45,37.6
Q5559456$147A4FD9-7B7B-4C2B-ACC6-682263225104,statement,en_Gichiche,en_Gichiche;nl_Gichiche,coordinate location,,,,,-0.43,37.58
Q5559465$2A6FDCFA-1EDE-4903-A2EF-D5A297161392,statement,en_Gichocho,en_Gichocho;nl_Gichocho,coordinate location,,,,,-1.15,36.82
Q5559468$9409CD91-5DD7-4708-A7A2-39ABE4DFE62F,statement,en_Gichongo,en_Gichongo;nl_Gichongo,coordinate location,,,,,-1.27,36.68
Q5560375$A578A558-126E-4DD2-9580-0D1C22171F14,statement,en_Gihigaini,en_Gihigaini;nl_Gihigaini,coordinate location,,,,,-0.78,37.08
Q5560441$322539EB-231E-4F85-82BD-975DB03702E5,statement,en_Gikuu,en_Gikuu;nl_Gikuu,coordinate location,,,,,-0.72,37.25
q123160$0E17CB5A-6960-4F07-9967-FBFA044E97F4,statement,de_Nanyuki,de_Nanyuki;ca_Nanyuki;en_Nanyuki;fa_نانیوکی، کنیا;fr_Nanyuki;ka_ნანიუკი;nl_Nanyuki;pl_Nanyuki;ro_Nanyuki;ru_Нанюки;sv_Nanyuki;sw_Nanyuki;zh_納紐基;oc_Nanyuki;it_Nanyuki;nb_Nanyuki;ur_نانیوکی;ja_ナンユキ;ceb_Nanyuki (kapital sa lalawigan sa Kenya);es_Nanyuki,coordinate location,,,ja_ナニュキ,ja_ナニュキ,0.016666666666667,37.066666666667
q166916$C077E700-D47F-435C-AB31-557074B40E78,statement,sw_Kabarnet,sw_Kabarnet;de_Kabarnet;pl_Kabarnet;ru_Кабарнет;en_Kabarnet;sv_Kabarnet;nl_Kabarnet;fr_Kabarnet;vi_Kabarnet;zh_卡巴內特;ceb_Kabarnet;ja_カバネット;es_Kabarnet;it_Kabarnet,coordinate location,,,,,0.5,35.75
q206349$40214703-EC5B-4C5F-8729-8C275EF0A9E0,statement,de_Flughafen Jomo Kenyatta International,de_Flughafen Jomo Kenyatta International;af_Jomo Kenyatta Internasionale Lughawe;da_Jomo Kenyatta International Airport;en_Jomo Kenyatta International Airport;es_Aeropuerto Internacional Jomo Kenyatta;fi_Jomo Kenyattan kansainvälinen lentoasema;fr_aéroport international Jomo Kenyatta;gl_Aeroporto Internacional Jomo Kenyatta;he_נמל התעופה הבינלאומי ג'ומו קניאטה;hu_Jomo Kenyatta nemzetközi repülőtér;id_Bandar Udara Internasional Jomo Kenyatta;it_Aeroporto Internazionale Jomo Kenyatta;ja_ジョモ・ケニヤッタ国際空港;ko_조모 케냐타 국제공항;ms_Lapangan Terbang Jomo Kenyatta;nl_Luchthaven Jomo Kenyatta Internationaal;pl_Port lotniczy Jomo Kenyatta;pt_Aeroporto Internacional Jomo Kenyatta;sv_Jomo Kenyatta internationella flygplats;sw_Uwanja wa ndege wa Kimataifa wa Jomo Kenyatta;vi_Sân bay quốc tế Jomo Kenyatta;zh_乔莫·肯雅塔国际机场;nb_Jomo Kenyatta internasjonale lufthavn;fa_فرودگاه بین‌المللی جومو کنیاتا;ru_Найроби (аэропорт);la_Aeroportus Internationalis Jomo Kenyatta;tr_Jomo Kenyatta Uluslararası Havalimanı;tg_Фурудгоҳи бин‌алмилалӣ ҷуму книото;mr_जोमो केन्याटा आंतरराष्ट्रीय विमानतळ;hi_जोमो केन्याटा हवाई अड्डा;new_जोमो केन्याटा विमानस्थल;ca_Aeroport Internacional Jomo Kenyatta;ceb_Jomo Kenyatta International Airport;ar_مطار جومو كينياتا,coordinate location,,,hi_त्रिभुवन विमानस्थल,hi_त्रिभुवन विमानस्थल,-1.319167,36.9275
Q268184$0FC43B56-430F-4EB0-82EF-EE872DECA6A4,statement,en_Solai,en_Solai;sw_Solai;nl_Solai,coordinate location,en_human settlement,en_human settlement,,,-0.03333333,36.06666667
Q313071$2A7A1196-76DF-414A-AACC-4373742917F2,statement,sw_Hifadhi ya Taifa ya Ziwa Nakuru,sw_Hifadhi ya Taifa ya Ziwa Nakuru;de_Lake-Nakuru-Nationalpark;pl_Park Narodowy Jeziora Nakuru;bg_Накуру;ru_Озеро Накуру;es_Parque Nacional Lago Nakuru;hu_Nakuru-tó Nemzeti Park;uk_Національний парк Озеро Накуру;fr_parc national du Lac Nakuru;eu_Nakuru Aintzirako Parke Nazionala;en_Lake Nakuru National Park;vi_Vườn viên quốc gia hồ Nakuru;nl_Lake Nakuru National Park;da_Nakurusøens nationalpark,coordinate location,,,sw_Mbuga ya Kitaifa ya Ziwa Nakuru,"sw_Mbuga ya Kitaifa ya Ziwa Nakuru;sw_Lake Nakuru National Park;de_Lake Nakuru National Park;pl_Jezioro Nakuru;ru_Национальный парк Озеро Накуру;uk_Національний парк """"Озеро Накуру""""",-0.35,36.1
Q313071$724D0A18-FF6F-4B3B-BE51-4289729B8D6B,statement,sw_Hifadhi ya Taifa ya Ziwa Nakuru,sw_Hifadhi ya Taifa ya Ziwa Nakuru;de_Lake-Nakuru-Nationalpark;pl_Park Narodowy Jeziora Nakuru;bg_Накуру;ru_Озеро Накуру;es_Parque Nacional Lago Nakuru;hu_Nakuru-tó Nemzeti Park;uk_Національний парк Озеро Накуру;fr_parc national du Lac Nakuru;eu_Nakuru Aintzirako Parke Nazionala;en_Lake Nakuru National Park;vi_Vườn viên quốc gia hồ Nakuru;nl_Lake Nakuru National Park;da_Nakurusøens nationalpark,coordinate location,,,sw_Mbuga ya Kitaifa ya Ziwa Nakuru,"sw_Mbuga ya Kitaifa ya Ziwa Nakuru;sw_Lake Nakuru National Park;de_Lake Nakuru National Park;pl_Jezioro Nakuru;ru_Национальный парк Озеро Накуру;uk_Національний парк """"Озеро Накуру""""",-0.36666667,36.08333333
Q367631$466A1D30-25EC-412A-A450-F091612B765D,statement,en_Karen Blixen Museum,en_Karen Blixen Museum;ar_متحف كارين بلكسين;de_Karen Blixen Museum;sw_Jumba la makumbusho la Karen Blixen;nl_Karen Blixen Museum;nb_Karen Blixen Museum;fr_musée Karen Blixen;ru_Музей Карен Бликсен (Кения);hy_Կարեն Բլիկսենի թանգարան,coordinate location,en_museum,"en_museum;nl_museum in Nairobi, Kenia;he_מוזיאון בקניה",,,-1.35194444,36.7125
Q5564103$D78E8D8B-988A-4B8C-9CF3-1527DD362853,statement,en_Giraffe Centre,en_Giraffe Centre;es_Centro de la Jirafa,coordinate location,,,,,-1.374469,36.742324
Q5565069$07CCBD4A-9C74-43CF-9E79-469D465D65C3,statement,en_Gitathi-ini,en_Gitathi-ini;nl_Gitathi-ini,coordinate location,,,,,-0.43,36.93
Q5565077$CBA07C9D-DC50-473E-BC89-A610F0D4BEFD,statement,en_Gitero,en_Gitero;nl_Gitero,coordinate location,,,,,-0.45,36.93
Q5565090$9735A0BA-A1C7-44C0-B42D-7F8605A22DD7,statement,en_Githamba,en_Githamba;nl_Githamba,coordinate location,,,,,-1.07,36.82
Q5565091$A2626A1E-6C47-46AE-97EA-F667386C2234,statement,en_Githambo,en_Githambo;nl_Githambo,coordinate location,,,,,-0.72,36.88
Q5565096$1C1989ED-FF5B-4C6F-A9ED-979BE6A5D2AB,statement,en_Githerioni,en_Githerioni;nl_Githerioni,coordinate location,,,,,-1.02,36.65
Q5565111$3DA88A35-4759-4B0E-9DDE-5AC05B6BA6D7,statement,en_Githuri,en_Githuri;nl_Githuri,coordinate location,,,,,-0.72,37.2
Q5565123$8969E44A-B73B-4C3D-90F4-CA76C724C96B,statement,en_Gitige,en_Gitige;nl_Gitige,coordinate location,,,,,-0.73,37.03
Q579521$14DC042C-3678-42B8-A1B2-90A512E658AE,statement,de_Kibera,de_Kibera;cs_Kibera;en_Kibera;es_Kibera;fi_Kibera;fr_Kibera;id_Kibera;it_Kibera;ja_キベラ;ka_კიბერა;ko_키베라;lt_Kibera;nl_Kibera;pl_Kibera;pt_Kibera;ru_Кибера;sv_Kibera;sw_Kibera;uk_Кібера;vi_Kibera;zh_基贝拉贫民窟;su_Kibera;nb_Kibera;sr_Кибера;da_Kibera;ceb_Kibera;ar_كيبيرا,coordinate location,,,,,-1.3125,36.78638889
Q589616$72CAD0C7-584B-4CC2-B1EF-5F5889D7B16A,statement,es_Thika,es_Thika;ca_Thika;de_Thika;en_Thika;eo_Thika;fa_تیکا، کنیا;fr_Thika;hr_Thika;ka_თიკა;nl_Thika;pl_Thika;pt_Thika;ro_Thika;sv_Thika;sw_Thika;war_Thika;zh_錫卡;ko_티카;nb_Thika;ur_تھیکا;ceb_Thika (lungsod);ja_シカ;it_Thika,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia;fr_ville du Kenya;en_human settlement;es_ciudad de Kenia,,,-1.05,37.08333333
Q810817$7F96304B-8A18-4ABF-8D2A-54835DD0A378,statement,de_Batian,de_Batian;en_Batian;fr_Batian,coordinate location,,,fr_point Batian,fr_point Batian,-0.15166667,37.305
Q870619$49041747-4deb-9ff7-1c73-2b1d1eb11f0a,statement,ru_Епархия Китуи,ru_Епархия Китуи;de_Bistum Kitui;en_Roman Catholic Diocese of Kitui;it_Diocesi di Kitui;pl_Diecezja Kitui;zh_天主教基圖伊教區;sw_Jimbo Katoliki la Kitui;nl_Roman Catholic Diocese of Kitui;la_Dioecesis Kituiensis,coordinate location,,,,,-1.367025,38.012525
q934149$35CBE28C-ED9A-4D53-B2BB-F6766881AD43,statement,zh-hans_梅鲁,zh-hans_梅鲁;zh-hant_梅魯;zh-hk_梅魯;eo_Meru;pl_Meru;fr_Meru;sr-el_Meru;sr-ec_Меру;en_Meru;mi_Meru;ro_Meru;ca_Meru;kl_Meru;it_Meru;sw_Meru;de_Meru;fa_مرو، کنیا;ka_მერუ;hr_Meru;nl_Meru;sv_Meru;da_Meru;ru_Меру;zh_梅魯;sr_Меру;nb_Meru;vi_Meru;ur_میرو، کینیا;ja_メル (ケニア);ceb_Meru (kapital sa lalawigan);lt_Meru,coordinate location,,,"en_Meru, Kenya","en_Meru, Kenya",0.05,37.65
Q984201$9307A053-2B16-4157-BBB3-7C46C9F1634F,statement,de_Rongai,de_Rongai;pl_Rongai;fa_رونگای، کنیا;en_Rongai;nl_Rongai;nb_Rongai;ceb_Rongai (lungsod);sv_Rongai (ort),coordinate location,en_human settlement,en_human settlement;nl_nederzetting in Kenia,fa_رونگای,fa_رونگای,0.16666667,35.85
q1007647$20D233C0-BB98-4A4A-BB3E-16085A861443,statement,zh-hans_奈瓦沙,zh-hans_奈瓦沙;zh-hant_奈瓦沙;zh-hk_奈瓦沙;pl_Naivasha;fr_Naivasha;ru_Найваша;en_Naivasha;es_Naivasha;ro_Naivasha;ca_Naivasha;sw_Naivasha;de_Naivasha;fa_نایواشا، کنیا;ka_ნაივაშა;nl_Naivasha;da_Naivasha;sv_Naivasha;zh_奈瓦沙;cs_Naivasha;nb_Naivasha;lt_Naivaša;ja_ナイバシャ;it_Naivasha;ur_نایواشا,coordinate location,en_city,en_city;nl_stad in Kenia;he_עיר בקניה,fa_نایواشا,fa_نایواشا,-0.71666666666667,36.433333333333
q1049288$E0A80228-0815-43F2-A87D-918337E6E162,statement,sw_Uwanja wa Ndege wa Wilson,sw_Uwanja wa Ndege wa Wilson;de_Flughafen Nairobi Wilson International;id_Bandar Udara Wilson;pl_Port lotniczy Nairobi-Wilson;fa_فرودگاه ویلسون;en_Wilson Airport;hu_Wilson repülőtér;nl_Luchthaven Wilson;ml_വിൽസൺ വിമാനത്താവളം;tg_Фурудгоҳи велсун (кинеё);fr_aéroport Wilson;ms_Lapangan Terbang Wilson;ja_ウィルソン空港;ceb_Nairobi / Wilson;sv_Nairobi / Wilson,coordinate location,,,sw_Uwanja wa Ndege wa Wilson(Kenya),sw_Uwanja wa Ndege wa Wilson(Kenya);sw_Wilson Airport;de_Flughafen Wilson Nairobi International;de_HKNW;de_Wilson International Airport Nairobi,-1.3217194444444,36.814833333333
Q1143939$13B4C5E4-3718-4B4D-87AA-B89B6CA02C15,statement,sw_Kariobangi,sw_Kariobangi;de_Kariobangi;en_Kariobangi;it_Kariobangi;nl_Kariobangi;fr_Kariobangi,coordinate location,en_suburb,en_suburb,it_Kariobangi North,it_Kariobangi North;it_Kariobangi South,-1.25,36.88333333
q1233042$DA27E52A-7FC9-4859-8F36-387D51717F4D,statement,de_Nairobi,de_Nairobi;ca_Riu Nairobi;el_Ποταμοί Ναϊρόμπι;en_Nairobi River;et_Nairobi jõgi;ka_ნაირობი;sv_Nairobifloden;sw_Mto Nairobi;nb_Nairobi;zh_内罗毕河,coordinate location,,,,,-1.1997222222222,37.157222222222
Q1278269$E47DFCEC-77B8-4705-84F4-4ACF554BF012,statement,so_Islii,"so_Islii;de_Eastleigh (Nairobi);en_Eastleigh, Nairobi;sw_Eastleigh (Nairobi);fi_Eastleigh, Nairobi;zh_伊斯特利區",coordinate location,de_Stadtteil Nairobis in Kenia,"de_Stadtteil Nairobis in Kenia;en_suburb of Nairobi, Kenya;fi_asuinalue Nairobissa Keniassa",de_Eastleigh,de_Eastleigh;en_Eastleigh;zh_伊斯特利 (奈洛比),-1.26666667,36.85
Q5703651$121FB0CD-5116-4F5B-8042-6410480C0BC8,statement,fa_مانرا,fa_مانرا,coordinate location,,,,,-0.68,36.42
Q5705009$F5B32223-477B-4D8D-BF48-A4122538A004,statement,fa_ال کاراما رنچ,fa_ال کاراما رنچ,coordinate location,,,,,0.22,36.93
Q5714388$0BFF8DDC-B728-47E8-BA37-4FD20310F0C6,statement,en_Heni Village,en_Heni Village;nl_Heni Village,coordinate location,,,,,-0.78,36.55
q1520750$295A3F37-9E3E-4177-B601-973AA8BF1D7C,statement,sw_Mlima Longonot,sw_Mlima Longonot;zh-hans_隆戈诺特山;zh-hant_隆戈諾特山;zh-hk_隆戈諾特山;et_Longonot;de_Mount Longonot;ja_ロンゴノット山;sk_Longonot;cs_Longonot;bg_Лонгонот;fr_mont Longonot;en_Mount Longonot;ca_Mont Longonot;sv_Longonot;nl_Mount Longonot;zh_隆戈諾特山;lt_Longonotas;eo_Longonot;ceb_Longonot (tumoy sa bukid),coordinate location,,,sw_Longonot,sw_Longonot;et_Longonoti vulkaan;et_Longonoti mägi;de_Mount-Longonot-Nationalpark;de_Longonot;sk_Olonongot;fr_Mount Longonot;fr_Ol Longot;fr_Olonongot;ca_Mont Logonot;sv_Mount Longonot;sv_Oloonong'ot,-0.91527777777778,36.456944444444
q1582845$67ACE920-4AF7-4E13-804E-278A69E84F1F,statement,sw_Uwanja wa Nyayo,sw_Uwanja wa Nyayo;de_Nyayo National Stadium;fr_Nyayo National Stadium;en_Nyayo National Stadium;ar_ملعب نيايو الوطني;nl_Nyayo National Stadium;es_Estadio Nacional Nyayo;ja_ンヤヨ・ナショナルスタジアム,coordinate location,de_Fußballstadion in Kenia,"de_Fußballstadion in Kenia;en_football stadium;nl_voetbalstadion in Nairobi, Kenia;he_אצטדיון כדורגל בקניה",ja_ニャヨ・ナショナルスタジアム,ja_ニャヨ・ナショナルスタジアム,-1.303611,36.824167
Q1736407$8C79A3CB-780E-49F0-AE3D-9CB85DE162EC,statement,de_Katholische Universität von Ostafrika,de_Katholische Universität von Ostafrika;en_Catholic University of Eastern Africa;nl_The Catholic University of Eastern Africa,coordinate location,,,de_Catholic University of East Africa,de_Catholic University of East Africa,-1.351082,36.757579
Q1800699$BA49F188-0E60-48C4-BAF5-60B5B2CC0458,statement,en_Laikipia County,en_Laikipia County;nl_Laikipia;vi_Laikipia;de_Laikipia County;sw_Wilaya ya Laikipia;sv_Laikipia;it_Distretto di Laikipia;ur_لائکی پیا کاؤنٹی;nb_Laikipia fylke;zh_萊基皮亞郡;ko_라이키피아 현;ru_Лайкипиа;ja_ライキピア (カウンティ);es_Condado de Laikipia;ceb_Laikipia,coordinate location,,,sv_Laikipia (distrikt),sv_Laikipia (distrikt);it_Laikipia;en_Laikipia District;de_Laikipia Distrikt,0.08333333,36.66666667
Q1861057$5C01BE14-0053-48D8-831C-DDF75C900B80,statement,sw_Vilima vya ngong,sw_Vilima vya ngong;de_Ngong-Berge;en_Ngong Hills;da_Ngong Hills;sv_Ngong Hills;nb_Ngong;ca_Ngong Hills;ru_Нгонг-Хиллс;ceb_Ngong Hills,coordinate location,de_Gebirgszug,de_Gebirgszug,da_Ngong,da_Ngong;ca_Turons Ngong,-1.4,36.63333333
Q5759614$2DF84F9B-E60D-48F8-99AE-FC4C4DC5BBF5,statement,en_Highridge,en_Highridge,coordinate location,"en_residential estate in Nairobi, Kenya","en_residential estate in Nairobi, Kenya",,,-1.25,36.8
Q2368297$D9D4C0A2-7201-42C1-AB1D-DA03D16F6676,statement,fr_Cour suprême (Kenya),fr_Cour suprême (Kenya);de_Supreme Court of Kenya;en_Supreme Court of Kenya,coordinate location,,,,,-1.28749,36.8231
Q2510227$D987003A-E716-4582-AC41-301847CC4607,statement,sw_Benki Kuu ya Kenya,sw_Benki Kuu ya Kenya;zh-hans_肯尼亚中央银行;zh-hant_肯尼亞中央銀行;zh-hk_肯雅中央銀行;zh-tw_肯亞中央銀行;ru_Центральный банк Кении;en_Central Bank of Kenya;ca_Banc Central de Kenya;zh_肯尼亚中央银行;id_Bank Sentral Kenya;ja_ケニア中央銀行;nb_Kenyas sentralbank;sr_Централна банка Кеније;pl_Centralny Bank Kenii;es_Banco Central de Kenia,coordinate location,,,sw_Central Bank of Kenya,sw_Central Bank of Kenya,-1.28988,36.824922
q2748390$6F2480E1-2250-4A43-8721-927514A7E745,statement,nl_Vliegbasis Moi,nl_Vliegbasis Moi;en_Moi Air Base;ms_Lapangan Terbang Eastleigh;fa_پایگاه هوایی موا;tg_Пойгоҳи ҳавоӣ муо;fr_base aérienne Moi;de_Moi Air Base;ja_モイ空軍基地,coordinate location,,,,,-1.2782,36.8605
Q2917901$B6B841FC-C96E-4104-9AC7-7DC6F6B73B3A,statement,he_קרניבור,he_קרניבור;fr_Carnivore;en_Carnivore;sv_Carnivore;nl_Carnivore;zh-hant_百獸宴餐廳;zh-cn_百兽宴餐厅,coordinate location,,,,,-1.329311,36.800882
Q2964328$02D428FA-C9D3-4ABB-A811-5E1D4ECFD153,statement,fr_Chogoria,fr_Chogoria;en_Chogoria;sw_Chogoria;sv_Chogoria;pl_Chogoria;nb_Chogoria;nl_Chogoria,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,"sw_Chogoria, Kenya","sw_Chogoria, Kenya",-0.284356,37.66757
q3499651$94B83A87-D71A-45B0-B4D9-5832A324B977,statement,sw_Gilgil,sw_Gilgil;cs_Gilgil;pl_Gilgil;en_Gilgil;sv_Gilgil;ru_Гилгил;nb_Gilgil;nl_Gilgil;ja_ギルギル,coordinate location,nl_nederzetting in Kenia,nl_nederzetting in Kenia,,,-0.8,36.516666666667
Q3524257$95CD0BEA-9493-4039-BBAB-F1F9F8B75BD3,statement,en_2011 Nairobi pipeline fire,en_2011 Nairobi pipeline fire;ta_2011 நைரோபி குழாய்த்தொடர் தீ விபத்து;ms_Kebakaran paip minyak Nairobi 2011,coordinate location,,,ms_Letupan paip gas Kenya 2011,ms_Letupan paip gas Kenya 2011,-1.31398,36.8796
Q5934772$C2DA477E-FE48-4127-8581-6C38B9EA7923,statement,en_Huguini,en_Huguini;nl_Huguini,coordinate location,,,,,-0.48,36.85
Q3701493$BF04B04C-230A-41C2-AED4-12E73ED19718,statement,en_Dandora,en_Dandora;sw_Dandora;it_Dandora;nl_Dandora;fr_Dandora;bs_Jedinstvena borba protiv kriminala,coordinate location,,,,,-1.25,36.9
Q4179169$D5141B4E-804A-4096-AB45-BA9DEA4BDA08,statement,ja_オルカリア,ja_オルカリア;sk_Olkaria;en_Olkaria;ca_Olkaria;ceb_Olkaria;sv_Olkaria;nl_Olkaria,coordinate location,,,sk_Hobley,sk_Hobley;sk_Olenguruoni,-0.885737,36.269989
Q5994872$7BFDF838-8CE5-46BA-B993-105D3FCD6881,statement,ki_Ihuririo,ki_Ihuririo;en_Ihuririo;nl_Ihuririo,coordinate location,,,,,-0.55,36.88
Q4622303$FBAA701E-647F-4D9C-A0C5-0A9CEE5C1D2E,statement,en_2011 Safari Sevens,en_2011 Safari Sevens,coordinate location,,,,,-1.30419,36.8245
Q4689577$A73E4A8E-C3F0-4BCC-A41A-49CC4B1E679F,statement,en_Africa Nazarene University,en_Africa Nazarene University,coordinate location,,,,,-1.401424,36.789923
q4732310$F64F4D6F-BFB2-4FC1-8364-534B69622B59,statement,en_Alliance Girls High School,en_Alliance Girls High School;ar_مدرسه التحالف الثانوية للبنات,coordinate location,nl_voortgezet onderwijsinstelling in Kenia,nl_voortgezet onderwijsinstelling in Kenia,,,-1.2663,36.6627
Q4761951$88F80E34-C717-4395-AD00-9CCFA2574971,statement,en_Angara Naado,en_Angara Naado;nl_Angara Naado,coordinate location,,,,,-1.25,35.98
Q6032474$5D7971A7-6E42-4054-8AF4-1B191A220C29,statement,en_Inghi Farm,en_Inghi Farm;nl_Inghi Farm,coordinate location,,,,,0.08,37.28
Q4887867$B3ECA9C1-17E6-43B2-8D7E-2421D1C2D310,statement,en_Benhard Estate,en_Benhard Estate;nl_Benhard Estate,coordinate location,,,,,-1.27,36.77
q5076096$C3B7BB6B-703B-4FED-A4F8-5F10BF0D5635,statement,en_Kerisa,en_Kerisa;en-ca_Kerisa;en-gb_Kerisa;fa_کریسا;nl_Kerisa,coordinate location,,,,,-0.28,36
Q5095167$C1DD1802-FC69-4956-86E4-519E297B7EAF,statement,en_Chiananda,en_Chiananda;nl_Chiananda,coordinate location,,,,,-0.42,37.63
Q5123157$D66D1F4E-F2F5-4D54-8AD6-1B5619129BFB,statement,en_City Estate,en_City Estate;nl_City Estate,coordinate location,,,,,-1.28,36.77
q5208642$463D83E2-051E-4A62-9FF3-7BBA590615BA,statement,en_Dagoretti High School,en_Dagoretti High School,coordinate location,"en_high school in Nairobi county, Kenya","en_high school in Nairobi county, Kenya;nl_voortgezet onderwijsinstelling in Kenia",,,-1.27554,36.713641
Q5275244$D589EDED-B7CF-4728-AE78-62C55AB77267,statement,en_Difatha,en_Difatha;nl_Difatha,coordinate location,,,,,-0.55,37.4
Q5288815$85E9A52B-EEFC-4B82-9F6B-4409C849D5F0,statement,en_Dol Dol,en_Dol Dol;nl_Dol Dol,coordinate location,,,,,0.4,37.17
Q5295584$8EAF9ADD-C52B-46FA-A0D1-42417BF92E14,statement,en_Dondueni,en_Dondueni;nl_Dondueni,coordinate location,,,,,-0.43,37.33
Q5327662$39243BF6-FCE8-4521-9EA3-0A0333F03C87,statement,en_East African School of Media Studies,en_East African School of Media Studies,coordinate location,,,,,-1.286134,36.819603
Q5350302$CC78913D-5D72-4A77-A217-EEB857BB953D,statement,en_Ekarakara,en_Ekarakara;nl_Ekarakara,coordinate location,,,,,-0.97,37.47
Q5353833$03C019FC-1615-4010-A9A7-2169233F977C,statement,en_Elburgon,en_Elburgon;ja_エルブルゴン;nl_Elburgon,coordinate location,,,,,-0.3,35.81666667
Q6094603$B2F1C014-161F-42C3-B06F-688C0AF30568,statement,en_Ithirameru,en_Ithirameru;nl_Ithirameru,coordinate location,,,,,-0.95,36.78
Q6095110$D39ACEED-3F3C-4ED7-97BF-78389A85E8C3,statement,en_Itugururu,en_Itugururu;nl_Itugururu,coordinate location,,,,,-0.42,37.72
Q6095175$DC232519-8BC0-4CE1-8458-716DF7FDE806,statement,en_Ituru,en_Ituru;nl_Ituru,coordinate location,,,,,-1,36.92
q5380638$4A19D3B1-3EA0-44B0-84C2-6B4D8CCF9DB7,statement,fa_انتونتول,fa_انتونتول;en_Entontol;nl_Entontol,coordinate location,,,,,-0.88,36.02
Q5516165$8225ADFA-58B8-4FC6-8B96-D41F0B1B267C,statement,en_Gacarage,en_Gacarage;nl_Gacarage,coordinate location,,,,,-0.93,36.75
Q5516166$17DCBDF0-82EC-4C01-A96F-A50694CA4D69,statement,en_Gacaraigu,en_Gacaraigu;nl_Gacaraigu,coordinate location,,,,,-0.7,37.02
Q5516206$25912698-7C54-4861-B835-E01B407FDE1F,statement,en_Gachika,en_Gachika;nl_Gachika,coordinate location,,,,,-0.97,36.77
