word_clean,global_word_number_max,global_word_frequency,global_word_number_max_average,global_word_position_mean,global_word_position_fromend_mean,global_word_clean_integer
kiingane,2,1,2,1,1,14426
kiingwe,4,2,3.5,2,1.5,14427
mkanda,4,6,2.5,1.5,1,21333
kiini,4,2,2.5,1,1.5,14428
kiiniundi,3,1,3,1,2,14429
kiiniya,1,1,1,1,0,14430
kiinu,1,1,1,1,0,14431
kiinya,1,1,1,1,0,14432
kiio,5,3,3.33333333333333,1,2.33333333333333,14433
kiiriangoro,1,1,1,1,0,14434
kiiriongoro,1,1,1,1,0,14435
kiirua,2,4,2.5,1,1.5,14436
naari,3,4,2.5,1.5,1,23435
kiirui,1,1,1,1,0,14437
kiirungi,4,1,4,1,3,14438
kijabe_girls,1,1,1,1,0,14440
kijabe_location,1,1,1,1,0,14441
kijabe_parking,1,1,1,1,0,14442
kijabe_primary,1,1,1,1,0,14443
kijangwani,1,1,1,1,0,14445
kijani,1,1,1,1,0,14446
kijauk,1,1,1,1,0,14448
kijaur,1,1,1,1,0,14449
kijegge,2,3,1.66666666666667,1.33333333333333,0.333333333333333,14450
kijego,1,1,1,1,0,14451
kijibil,1,1,1,1,0,14452
kijieri,1,1,1,1,0,14453
kijiji,1,3,3,2.33333333333333,0.666666666666667,14454
kijinitini,1,1,1,1,0,14456
kijipoa,1,1,1,1,0,14457
kijipwa,1,1,1,1,0,14458
kijiwetanga,4,2,2.5,1,1.5,14461
kik,4,1,4,1,3,14462
kik???ni,1,1,1,1,0,14463
kikaangoni,3,2,2.5,1.5,1,14464
kikagya,3,1,3,1,2,14465
kikalelwa,1,1,1,1,0,14466
kikambala,3,3,2,1,1,14467
kikambuani,2,2,1.5,1,0.5,14468
kikameni,5,2,3,1,2,14469
kikandu,2,1,2,1,1,14470
kikarankot,1,1,1,1,0,14471
kikawani,1,1,1,1,0,14472
kikelelwa,1,1,1,1,0,14473
kiken,1,1,1,1,0,14474
kikenni,2,1,2,1,1,14475
kikese,1,1,1,1,0,14476
kiketa,1,1,1,1,0,14477
kiketani,1,1,1,1,0,14478
kikiini,1,1,1,1,0,14479
kikikumwa,5,2,3,1,2,14480
kikima,2,2,1.5,1,0.5,14481
kikingo,2,2,1.5,1,0.5,14482
koni,2,3,1.66666666666667,1.66666666666667,0,16174
kikoko,1,1,1,1,0,14484
kikoma,1,1,1,1,0,14485
kikomani,4,2,2.5,1,1.5,14486
kikombe,2,2,1.5,1,0.5,14487
tele,2,1,2,2,0,31390
kikomo,1,1,1,1,0,14488
kikonde,2,1,2,1,1,14489
kikoneni,2,4,2.5,1.5,1,14490
kikongo,1,1,1,1,0,14491
kikoni,1,1,1,1,0,14492
kikopey,1,1,1,1,0,14493
kikowani,1,1,1,1,0,14494
kikoyo,1,1,1,1,0,14495
kikulani,2,2,2,1,1,14496
kikumbuliu,2,3,1.66666666666667,1,0.666666666666667,14497
kikumbulyu,2,4,1.75,1,0.75,14498
kikumini,2,3,2.33333333333333,1,1.33333333333333,14499
kikumu,1,2,1.5,1.5,0,14500
kikuoni,1,1,1,1,0,14501
kikuro,2,1,2,1,1,14502
kikuswe,2,1,2,1,1,14503
kikuswi,2,1,2,1,1,14504
kikuuni,1,1,1,1,0,14507
escarp,3,1,3,2,1,6313
pipes,3,1,3,2,1,27829
pioneer,4,4,2.5,1.5,1,27825
kikuyuni,3,3,2.33333333333333,1,1.33333333333333,14509
kikwa,2,2,1.5,1,0.5,14510
kikwakwani,4,1,4,1,3,14511
kikwani,1,1,1,1,0,14512
kikwata,2,1,2,1,1,14513
kikweo,1,1,1,1,0,14514
kikwetu,2,1,2,1,1,14516
kikwezani,4,2,2.5,1,1.5,14517
kil,2,1,2,1,1,14518
kili,2,1,2,2,0,14546
kila,3,1,3,1,2,14519
makogi,3,1,3,2,1,19402
kilaa,4,1,4,1,3,14520
kilabunyo,1,1,1,1,0,14521
kilaguni,2,6,2.66666666666667,1,1.66666666666667,14522
kilai,1,1,1,1,0,14523
kilala,2,4,2.25,1,1.25,14524
kilalafi,1,1,1,1,0,14525
kilamawingu,2,1,2,1,1,14526
kilana,1,1,1,1,0,14527
kilanga,1,1,1,1,0,14528
kilango,2,2,1.5,1,0.5,14529
kilanyi,1,1,1,1,0,14530
kilawa,1,1,1,1,0,14531
kilawi,1,1,1,1,0,14532
kilelengwani,1,1,1,1,0,14534
kilelepwa,1,1,1,1,0,14535
kileleshwa,7,5,3.4,1.4,2,14536
covenant,7,1,7,2,5,4475
k3c,7,1,7,6,1,10354
kileleshwan,1,1,1,1,0,14537
kilema,2,2,1.5,1,0.5,14538
kilembe,1,1,1,1,0,14539
kilembwa,4,2,2.5,1,1.5,14540
kilenge,1,1,1,1,0,14541
kileshwa,1,1,1,1,0,14542
kilewe,1,1,1,1,0,14543
kilgil,1,1,1,1,0,14544
kilgoris,2,3,2.33333333333333,1.66666666666667,0.666666666666667,14545
kiliambiu,2,1,2,1,1,14547
kiliang\'ombe,4,1,4,1,3,14548
kiliangombe,4,1,4,1,3,14549
kilibasi,3,3,2.66666666666667,1,1.66666666666667,14550
kilibole,3,5,2.6,1,1.6,14551
kiliboti,4,1,4,1,3,14552
kilibwoni,2,3,2.33333333333333,1,1.33333333333333,14553
courthouse,2,1,2,2,0,4469
kiligis,1,1,1,1,0,14555
kiliku,3,2,2,1,1,14556
kililana,1,1,1,1,0,14557
kilili,5,6,3.16666666666667,1.33333333333333,1.83333333333333,14558
baharini,5,1,5,2,3,1696
kililuini,1,1,1,1,0,14559
mwenze,2,2,2.5,1.5,1,23265
mwenzi,2,1,2,2,0,23266
pembe,2,1,2,2,0,27674
kilimaini,1,1,1,1,0,14561
kilimakuyu,1,1,1,1,0,14562
kilimambogo,3,2,2.5,1,1.5,14563
kilimanbure,1,1,1,1,0,14564
kilimanchuma,1,1,1,1,0,14565
kilimangai,2,1,2,1,1,14566
kilimangodo,2,3,2,1,1,14567
kilimani,4,10,3.4,1.5,1.9,14568
kilimanjaro,2,4,2,1,1,14569
kilimantiri,1,1,1,1,0,14570
kilimi,2,2,2.5,2,0.5,14571
mbisi,2,2,2.5,1.5,1,20560
kilimongodo,1,1,1,1,0,14572
kilimukuyu,1,1,1,1,0,14573
kilindi,1,1,1,1,0,14574
kilindini,2,12,2.33333333333333,1.25,1.08333333333333,14575
kilinditi,2,2,1.5,1,0.5,14576
kilingili,3,6,3.16666666666667,1,2.16666666666667,14577
shortcut,2,1,2,2,0,30081
kilingiri,1,1,1,1,0,14578
kilingoni,1,1,1,1,0,14579
kilinyaga,1,1,1,1,0,14580
kilisa,2,2,1.5,1,0.5,14581
kilitini,1,1,1,1,0,14582
gawrgogla,2,1,2,2,0,7442
hire,2,1,2,2,0,8687
hiri,2,1,2,2,0,8688
kiliwehiri,1,1,1,1,0,14585
kiliza,1,1,1,1,0,14586
kilkile,1,1,1,1,0,14587
kilkoris,1,1,1,1,0,14588
killeleo,1,1,1,1,0,14589
killer,3,1,3,1,2,14590
killi,5,1,5,1,4,14591
boat,5,2,4,2.5,1.5,2352
killick,3,1,3,1,2,14592
killimakogi,2,1,2,1,1,14593
kiln,1,2,2.5,2.5,0,14595
kilno,2,1,2,1,1,14596
kilodi,2,1,2,1,1,14598
kilolapwa,4,1,4,1,3,14599
kilole,4,2,2.5,1,1.5,14600
kilombe,3,2,3,1,2,14601
stock,3,1,3,2,1,30837
kilome,4,2,2.5,1,1.5,14602
kilonga,2,1,2,1,1,14603
kilongoni,1,1,1,1,0,14604
kilongyeti,1,1,1,1,0,14605
kilonito,1,1,1,1,0,14606
kilonzo,1,1,1,1,0,14607
kilooma,2,1,2,1,1,14608
kiloriti,2,3,1.66666666666667,1.33333333333333,0.333333333333333,14609
kilos,3,1,3,1,2,14610
kiloto,2,1,2,1,1,14611
kilta,1,1,1,1,0,14612
kiltaman,1,1,1,1,0,14613
kiltanan,2,1,2,1,1,14614
kilue,1,1,1,1,0,14616
kiluku,1,1,1,1,0,14617
kilulu,2,1,2,1,1,14618
kilulueni,1,1,1,1,0,14619
kiluluini,1,1,1,1,0,14620
kiluluma,1,1,1,1,0,14621
kilumani,4,1,4,1,3,14622
kilungani,1,1,1,1,0,14623
kilungi,1,1,1,1,0,14624
kilungu,3,7,2,1,1,14625
kilunguni,1,1,1,1,0,14626
kilungusu,1,1,1,1,0,14627
kilutori,1,1,1,1,0,14628
kilweni,1,1,1,1,0,14629
kim,4,2,3.5,1,2.5,14630
kima,2,3,2.33333333333333,1,1.33333333333333,14631
kimaboni,2,1,2,1,1,14633
kimabono,1,1,1,1,0,14634
kimachia,1,1,1,1,0,14635
kimaeti,1,1,1,1,0,14636
kimaguhir,1,1,1,1,0,14637
kimagur,1,1,1,1,0,14638
kimahori,1,1,1,1,0,14639
kimahuri,1,1,1,1,0,14640
kimai,1,1,1,1,0,14641
kimaina,2,1,2,1,1,14642
mutira,2,4,1.75,1.25,0.5,22879
kimaini,4,1,4,1,3,14643
kimaiti,1,1,1,1,0,14644
kimakany,1,1,1,1,0,14645
kimakia,3,2,2,1,1,14646
kimakimwe,2,2,1.5,1,0.5,14647
kimakiu,2,1,2,1,1,14648
kimal,4,1,4,1,3,14649
kimala,3,3,2.66666666666667,1,1.66666666666667,14650
kimalam,2,1,2,1,1,14651
kimalei,3,1,3,1,2,14652
kimalel,6,6,3.33333333333333,1.33333333333333,2,14653
kimalewa,1,1,1,1,0,14654
kimama,5,1,5,1,4,14655
kimana,3,5,2.2,1.6,0.6,14656
kimananga,1,1,1,1,0,14657
kimande,4,3,2.33333333333333,1,1.33333333333333,14658
kimandi,4,1,4,1,3,14659
kimane,2,1,2,1,1,14660
kimanes,2,1,2,1,1,14661
kimangao,1,1,1,1,0,14662
kimangau,1,1,1,1,0,14663
kimangeti,1,1,1,1,0,14664
kimangu,1,1,1,1,0,14665
kimani,1,1,1,1,0,14666
kimanjo,1,1,1,1,0,14668
kimanyenze,1,1,1,1,0,14671
kimara,2,2,1.5,1,0.5,14672
maganga,2,3,2,2,0,19104
kimaratu,1,1,1,1,0,14673
kimaren,1,1,1,1,0,14674
kimargis,1,1,1,1,0,14675
kimari,2,3,1.66666666666667,1,0.666666666666667,14676
kimasian,1,1,1,1,0,14678
kimaswa,5,1,5,1,4,14679
kimata,2,1,2,1,1,14681
kimateget,1,1,1,1,0,14683
kimathe,4,2,2.5,1,1.5,14684
kimathena,1,1,1,1,0,14685
kimathenya,2,1,2,1,1,14686
student,3,4,3.25,1.25,2,30870
kimathi?s,2,1,2,1,1,14688
kimatu,2,1,2,1,1,14690
kimatuni,1,1,1,1,0,14691
kimatus,2,1,2,1,1,14692
kimbat,1,1,1,1,0,14693
kimbepo,1,1,1,1,0,14694
kimbimbi,1,1,1,1,0,14695
kimbiuni,1,1,1,1,0,14696
kimbule,1,1,1,1,0,14698
kimc,3,5,3,1,2,14699
femaile,3,1,3,2,1,6610
kimchim,1,1,1,1,0,14700
kimelu,2,2,1.5,1,0.5,14701
kimelua,1,1,1,1,0,14702
kabatha,4,1,4,4,0,10452
kimende_club_area,1,1,1,1,0,14704
kimende_market,1,1,1,1,0,14705
kimende_matathia_gitithia,1,1,1,1,0,14706
kimende_parking_area,1,1,1,1,0,14707
kimende_water_plot,1,1,1,1,0,14708
kimendet,1,1,1,1,0,14709
kimerhu,2,1,2,1,1,14710
kimerhua,1,1,1,1,0,14711
kimeu,4,2,4,1,3,14712
kimikini,1,1,1,1,0,14713
kimilil,1,1,1,1,0,14714
kimilili,2,3,2.33333333333333,1,1.33333333333333,14715
kimimei,1,1,1,1,0,14716
kiminda,1,1,1,1,0,14717
kiming,3,2,2.5,1,1.5,14718
ochoch,3,2,2.5,2,0.5,26280
kiming\'ini,1,1,1,1,0,14720
kiming?ini,1,1,1,1,0,14719
kimingini,1,1,1,1,0,14721
kimingorom,4,1,4,1,3,14722
kiminini,1,1,1,1,0,14723
kimintet,1,1,1,1,0,14724
kimira,1,1,1,1,0,14725
kimitet,1,1,1,1,0,14726
kimitsu,3,1,3,1,2,14728
kimkaini,1,1,1,1,0,14729
kimkan,3,1,3,1,2,14730
kimkasa,1,1,1,1,0,14731
kimkung,6,2,5.5,1,4.5,14732
kipyeto,6,1,6,2,4,15167
kimmta,2,1,2,1,1,14733
kimnai,4,2,2.5,1,1.5,14734
kimnangatip,2,1,2,1,1,14735
kimng\'oror,1,1,1,1,0,14736
kimngatip,2,1,2,1,1,14737
kimngeru,1,1,1,1,0,14738
kimngorom,1,1,1,1,0,14739
kimngoror,4,1,4,1,3,14740
kimobo,5,2,3,1,2,14741
f.y.i,5,1,5,2,3,6503
kimogoro,1,1,1,1,0,14742
kimoigoyen,1,1,1,1,0,14743
kimoigut,2,4,2.5,1,1.5,14744
ffa,3,1,3,2,1,6626
kimojoch,3,2,2.5,1,1.5,14745
kimokomo,1,1,1,1,0,14746
kimola,1,1,1,1,0,14747
kimolwet,4,2,2.5,1,1.5,14748
kimonde,1,1,1,1,0,14749
kimondi,4,2,2.5,1,1.5,14750
kimondo,1,1,1,1,0,14751
kimorigo,3,2,3.5,1,2.5,14752
kimoro,1,1,1,1,0,14753
kimorok,4,2,2.5,1,1.5,14754
kimorori,2,2,2.5,1,1.5,14755
wempa,3,2,2.5,2,0.5,33358
kimose,1,1,1,1,0,14756
kimoset,1,1,1,1,0,14757
kimoso,4,1,4,1,3,14758
kimoson,1,1,1,1,0,14759
kimothai,1,1,1,1,0,14760
kimotho,1,1,1,1,0,14761
kimothon,3,2,2,1,1,14762
kimowa,1,1,1,1,0,14763
kimowo,1,1,1,1,0,14764
kimpur,2,1,2,1,1,14765
kims,2,1,2,1,1,14766
kimuchia,1,1,1,1,0,14767
kimugandura,2,1,2,1,1,14768
kimugu,2,2,1.5,1,0.5,14769
kimugui,1,1,1,1,0,14770
kimugung,1,1,1,1,0,14772
kimuka,3,4,2.5,1,1.5,14773
kimukoe,1,1,1,1,0,14774
kimukung,2,2,1.5,1,0.5,14775
kimukungi,1,1,1,1,0,14776
kimulot,4,3,2.66666666666667,1,1.66666666666667,14777
kimuma,1,1,1,1,0,14778
kimumu,1,1,1,1,0,14779
kimuni,4,2,2.5,1,1.5,14780
kimunya,1,1,1,1,0,14781
kimunye,1,1,1,1,0,14782
kimunyu,4,2,2.5,1,1.5,14783
kimuri,2,1,2,1,1,14784
kimuru,1,1,1,1,0,14785
kimuten,1,1,1,1,0,14786
kimuthanga,1,1,1,1,0,14787
kimutwa,2,3,2.33333333333333,1,1.33333333333333,14788
kimuu,1,1,1,1,0,14789
kimuuni,5,1,5,1,4,14790
kimwala,1,1,1,1,0,14791
kimwanga,1,1,1,1,0,14792
kimwani,3,1,3,1,2,14793
kimwarer,2,2,1.5,1,0.5,14794
kimwea,1,1,1,1,0,14796
kimweas,3,1,3,1,2,14797
kimwele,2,1,2,1,1,14798
kin,2,2,1.5,1,0.5,14799
kin\'ya,1,1,1,1,0,14800
kinagoni,2,4,2.5,1,1.5,14802
kinaini,1,1,1,1,0,14803
kinakomba,1,1,1,1,0,14804
kinakombe,1,1,1,1,0,14805
kinale,1,1,1,1,0,14806
kinancha,1,1,1,1,0,14807
kinane,1,1,1,1,0,14808
kinang\'una,4,1,4,1,3,14809
kinango,3,28,3.10714285714286,1.03571428571429,2.07142857142857,14810
hearing,6,1,6,5,1,8561
impaired,6,1,6,6,0,9504
kinangoni,4,2,2.5,1,1.5,14811
kinangop,2,11,2.54545454545455,1.54545454545455,1,14812
kinanguna,4,1,4,1,3,14813
kinani,1,1,1,1,0,14814
kinanie,1,1,1,1,0,14815
kinarane,1,1,1,1,0,14816
kinarani,1,1,1,1,0,14817
kinari,1,1,1,1,0,14818
kinarini,3,1,3,1,2,14819
kind,3,1,3,1,2,14821
fund,3,3,3.66666666666667,3.33333333333333,0.333333333333333,6850
kinda,3,9,2.55555555555556,1.11111111111111,1.44444444444444,14822
booksellers,3,1,3,2,1,2508
kindaruma,2,4,1.75,1,0.75,14823
kindu,2,2,1.5,1,0.5,14828
kindunguni,1,1,1,1,0,14829
kinene,1,1,1,1,0,14830
kinenei,1,1,1,1,0,14831
kinenie_kijabe_gichiengo,1,1,1,1,0,14832
fahd,5,1,5,2,3,6526
king\'wal,4,2,2.5,1,1.5,14834
kingaathuni,2,1,2,1,1,14835
kingandole,4,3,3,1,2,14836
kingandole-,3,1,3,1,2,14837
ikonzo,3,1,3,2,1,9280
kingani,1,1,1,1,0,14838
kinganyangani,2,1,2,1,1,14839
kingara,2,2,2,1,1,14840
kingatua_primary_school,1,1,1,1,0,14841
kingatua_secondary_school,1,1,1,1,0,14842
kingatuani,2,1,2,1,1,14843
winesses,6,1,6,6,0,33474
jehovahs,5,1,5,4,1,10073
kingeero,1,1,1,1,0,14845
kingfisher,2,2,3,1,2,14846
kingfisher_picnic_site,1,1,1,1,0,14847
kinghorn,1,1,1,1,0,14848
kingoni,3,1,3,1,2,14849
kingori,2,2,2.5,1,1.5,14850
kingoror,1,1,1,1,0,14851
kingothotho,1,1,1,1,0,14852
kingoti,2,2,3,1,2,14853
altar,2,1,2,2,0,935
kingsway,3,2,2.5,1,1.5,14856
tyres,2,1,2,2,0,32291
kinguka,1,1,1,1,0,14857
kingulu,3,1,3,1,2,14858
kingwal,4,2,2.5,1,1.5,14859
kingwe,4,2,3.5,2,1.5,14860
kingwede,2,3,1.66666666666667,1,0.666666666666667,14861
kinieru,1,1,1,1,0,14862
kinja,1,1,1,1,0,14863
kinjabe,1,1,1,1,0,14864
kinjabi,2,1,2,1,1,14865
kinji,1,1,1,1,0,14866
kinna,2,2,1.5,1,0.5,14867
kinnjegge,4,1,4,1,3,14868
kino,2,2,3,2,1,14869
caves,2,5,3.2,3,0.2,3249
kinoi,2,2,1.5,1,0.5,14870
kinoinoi,1,1,1,1,0,14871
kinondo,2,10,2.6,1,1.6,14872
shwari,2,1,2,2,0,30103
mosjid,4,1,4,4,0,21762
kinondoni,1,1,1,1,0,14873
kinonyoni,1,1,1,1,0,14874
kinoo,4,2,2.5,1,1.5,14875
kinoro,4,2,2.5,1,1.5,14876
kinoru,2,2,1.5,1,0.5,14877
kinouni,2,2,1.5,1,0.5,14878
kinsharo,1,1,1,1,0,14879
kinshasa,2,1,2,1,1,14880
kintendeo,1,1,1,1,0,14881
kintungu,1,1,1,1,0,14882
kinu,2,3,1.66666666666667,1,0.666666666666667,14883
sogo,2,2,1.5,1.5,0,30506
sogu,2,1,2,2,0,30515
kinugia,4,1,4,1,3,14884
kinulu,1,1,1,1,0,14885
kinundu,1,1,1,1,0,14886
kinung\'una,4,1,4,1,3,14887
kinunga,1,1,1,1,0,14888
kinungi,1,1,1,1,0,14889
kinunguna,4,1,4,1,3,14890
kinunu,1,1,1,1,0,14891
kinya,1,1,1,1,0,14892
kinyabol,1,1,1,1,0,14893
kinyach,1,1,1,1,0,14894
kinyadu,1,1,1,1,0,14895
kinyagi,2,1,2,1,1,14896
kinyago,3,1,3,1,2,14897
fc,3,1,3,2,1,6593
kinyaiti,1,1,1,1,0,14898
kinyambu,1,1,1,1,0,14899
kinyamware,1,1,1,1,0,14900
kinyang,4,2,2.5,1,1.5,14901
kinyanjui,2,2,2.5,1.5,1,14902
kinyaritha,1,1,1,1,0,14903
kinyata,3,4,3.25,1,2.25,14904
kinyeki,1,1,1,1,0,14905
kinyenjele,1,1,1,1,0,14906
kinyika,2,1,2,1,1,14909
kinyiki,1,1,1,1,0,14910
kinyo,3,4,2,1,1,14911
kinyogori,1,1,1,1,0,14912
kinyona,4,5,2.6,1,1.6,14913
kinyone,1,1,1,1,0,14914
kinyonga,2,1,2,1,1,14915
agencies,2,3,3.33333333333333,2,1.33333333333333,614
kinyongo,1,1,1,1,0,14916
kinyoni,1,1,1,1,0,14917
kinyoro,1,1,1,1,0,14919
kinyorokio_cemetery,1,1,1,1,0,14920
kinyorokio_dumping_site,2,2,1.5,1,0.5,14921
kinyorokio_parking_reserve,1,1,1,1,0,14922
kinyorokio_reserved_area,1,1,1,1,0,14923
kinyorokio_village_reserved_plot,1,1,1,1,0,14924
kinyorokio_water_point_reserved,1,1,1,1,0,14925
sn,6,1,6,5,1,30480
kinyuani,2,1,2,1,1,14928
kinyui,2,3,1.66666666666667,1,0.666666666666667,14929
kinyulyulu,3,2,2,1,1,14930
kinyungu,2,2,1.5,1,0.5,14931
kinyuu,1,1,1,1,0,14932
kinyuwa,1,1,1,1,0,14933
kinze,2,1,2,1,1,14934
kinzi,1,1,1,1,0,14935
kinzuu,1,1,1,1,0,14936
kiobegi,1,1,1,1,0,14937
kioge,1,1,1,1,0,14938
kiogo,1,1,1,1,0,14939
kiogoro,1,1,1,1,0,14940
kiolou,1,1,1,1,0,14942
kiomala,1,1,1,1,0,14943
kiombi,1,1,1,1,0,14944
kiome,1,1,1,1,0,14946
kiomo,2,7,2.57142857142857,1,1.57142857142857,14947
kyethani,4,5,2.8,1.8,1,16947
kiomoncha,1,1,1,1,0,14948
kionde,1,1,1,1,0,14949
kiondongore,3,1,3,1,2,14950
kionduso,1,1,1,1,0,14951
kiongogi,1,1,1,1,0,14953
kiongoni,1,1,1,1,0,14954
kiongwani,2,5,2.2,1,1.2,14955
kiongwe,1,1,1,1,0,14956
kioni,1,1,1,1,0,14957
kioniogo,1,1,1,1,0,14958
kionjoini,4,1,4,1,3,14959
kionyeni,1,1,1,1,0,14960
kionyo,1,1,1,1,0,14961
kionyweni,1,1,1,1,0,14962
kioo,2,4,2,1,1,14963
kiormo,1,1,1,1,0,14964
kiorori,1,1,1,1,0,14965
kioru,3,2,2,1,1,14966
kiota,2,1,2,1,1,14969
kiothowa,1,1,1,1,0,14970
kiou,2,4,2.25,1,1.25,14971
kipa,1,1,1,1,0,14972
kipai,2,1,2,1,1,14973
peut,2,1,2,2,0,27747
kipalala,1,1,1,1,0,14974
kipande,3,2,2.5,1,1.5,14975
athumani,3,1,3,2,1,1506
kipandeni,1,1,1,1,0,14976
kipandini,4,1,4,1,3,14977
kipangas,1,1,1,1,0,14978
kipao,1,1,1,1,0,14979
kipapiyoi,2,2,1.5,1,0.5,14980
kipasi,1,1,1,1,0,14981
kipat,2,1,2,1,1,14982
kipboyuo,1,1,1,1,0,14983
kipchebor,1,1,1,1,0,14985
kipchemwa,1,1,1,1,0,14986
kipchepkot,1,1,1,1,0,14987
kipcherere,4,2,2.5,1,1.5,14988
kipchimchim,1,1,1,1,0,14989
kipchimjim,1,1,1,1,0,14990
kipchiria,5,1,5,1,4,14991
kipchoriet,1,1,1,1,0,14992
kipchororo,1,1,1,1,0,14993
kipelian,1,1,1,1,0,14994
kipendi,1,1,1,1,0,14995
kipeto,1,1,1,1,0,14997
kipevu,2,5,2,1,1,14998
kipgai,1,1,1,1,0,14999
kipgues,1,1,1,1,0,15000
kipindari,1,1,1,1,0,15002
kipingai,3,3,2,1,1,15003
kipingratuang,1,1,1,1,0,15004
kipini,2,4,1.75,1,0.75,15005
kipinikwe,2,1,2,1,1,15006
kipipyare,2,5,1.8,1,0.8,15008
kipirtilo,1,1,1,1,0,15009
kipkabor,1,1,1,1,0,15010
kipkabus,2,5,2,1,1,15011
kipkama,5,1,5,1,4,15012
kipkandulit,1,1,1,1,0,15013
kipkanyilat,1,1,1,1,0,15014
kipkare\'n,1,1,1,1,0,15015
kipkaren,2,2,1.5,1,0.5,15016
kipkarre\'n,2,3,1.66666666666667,1,0.666666666666667,15017
kipkarren,2,3,1.66666666666667,1,0.666666666666667,15018
kipkarwa,2,1,2,1,1,15019
kipkebe,2,2,1.5,1,0.5,15020
kipkeibon,1,1,1,1,0,15021
kipkeigei,4,1,4,1,3,15022
kipkelat,1,1,1,1,0,15023
kipkelion,2,3,1.66666666666667,1,0.666666666666667,15024
kipkenyo,1,1,1,1,0,15025
kipkera,1,1,1,1,0,15026
kipkingwa,4,2,2.5,1,1.5,15027
kipkitur,1,1,1,1,0,15028
kipkiyen,1,1,1,1,0,15029
kipkogo,1,1,1,1,0,15030
kipkoi,3,2,3,1,2,15031
kipkoil,1,1,1,1,0,15032
kipkolony,2,1,2,1,1,15033
kipkomo,2,2,1.5,1,0.5,15034
kipkomolo,1,1,1,1,0,15035
kipkorinya,3,2,3,1,2,15036
kipkorogi,1,1,1,1,0,15037
kipkoyo,1,1,1,1,0,15038
kipkulkul,1,1,1,1,0,15039
kipkunurr,3,3,2,1,1,15040
kipkunyu,1,1,1,1,0,15041
kipkurere,1,1,1,1,0,15042
kipkuriang,4,1,4,1,3,15043
kipkuro,1,1,1,1,0,15044
kipkutung,4,1,4,1,3,15045
kipkwes,1,1,1,1,0,15046
kiplabotwa,1,1,1,1,0,15047
kiplelat,1,1,1,1,0,15048
kipleleo,1,1,1,1,0,15049
kiplelgutik,1,1,1,1,0,15050
kiplelji,4,2,2.5,1,1.5,15051
kiplet,2,1,2,1,1,15052
kiplitito,1,1,1,1,0,15053
kiplobotwo,4,2,2.5,1,1.5,15054
kiploch,1,1,1,1,0,15055
kiplochi,1,1,1,1,0,15056
kiplokji,1,1,1,1,0,15057
kiplombe,1,1,1,1,0,15058
kipluru,1,1,1,1,0,15059
kipmukul,1,1,1,1,0,15060
kipng\'atip,1,1,1,1,0,15061
kipngatip,1,1,1,1,0,15062
kipohebui,1,1,1,1,0,15063
kiponozi,1,1,1,1,0,15064
kippy,4,1,4,1,3,15066
kipraget,1,1,1,1,0,15067
kipreres,1,1,1,1,0,15068
kiprota,4,1,4,1,3,15069
kipruti,4,1,4,1,3,15070
kipsabula,5,1,5,1,4,15071
kipsacho,1,1,1,1,0,15072
kipsain,2,2,1.5,1,0.5,15073
kipsaina,1,1,1,1,0,15074
kipsait,1,1,1,1,0,15075
kipsamoi,1,1,1,1,0,15076
kipsamoite,1,1,1,1,0,15077
kipsanatia,1,1,1,1,0,15078
kipsang,1,1,1,1,0,15079
kipsangui,1,1,1,1,0,15080
kipsangwe,1,1,1,1,0,15081
kipsangwi,1,1,1,1,0,15082
kipsao,1,1,1,1,0,15083
kipsaos,4,2,2.5,1,1.5,15084
kipsapita,1,1,1,1,0,15085
kipsar,1,1,1,1,0,15086
kipsare,1,1,1,1,0,15088
kipsarokwe,1,1,1,1,0,15089
kipsawet,1,1,1,1,0,15090
kipsegon,1,1,1,1,0,15091
kipser,1,1,1,1,0,15092
kipsigak,2,2,1.5,1,0.5,15093
kipsigirio,1,1,1,1,0,15094
kipsigis,3,1,3,1,2,15095
kipsikrok,3,1,3,1,2,15096
kipsimbegwa,1,1,1,1,0,15097
kipsimbol,4,2,2.5,1,1.5,15098
kipsing,2,2,1.5,1,0.5,15099
kipsingei,4,2,2.5,1,1.5,15100
kipsingowa,2,1,2,1,1,15101
kipsirichet,1,1,1,1,0,15102
kipsis,5,1,5,1,4,15103
kipsitet,4,2,2.5,1,1.5,15104
kipsiwara,1,1,1,1,0,15105
kipsoen,5,1,5,1,4,15106
kipsois,2,1,2,1,1,15107
kipsokon,4,1,4,1,3,15108
kipsomba,2,2,1.5,1,0.5,15109
kipsomoro,1,1,1,1,0,15110
kipsongok,1,1,1,1,0,15111
kipsonoi,1,1,1,1,0,15112
kipsoramon,1,1,1,1,0,15113
kipsuter,4,2,2.5,1,1.5,15114
kiptabach,4,2,2.5,1,1.5,15115
kiptaberr,2,3,2.33333333333333,1,1.33333333333333,15116
kiptagich,1,1,1,1,0,15117
kiptaiwa,2,3,3.33333333333333,1.66666666666667,1.66666666666667,15118
kiptalyung,1,1,1,1,0,15119
kiptariet,1,1,1,1,0,15120
kiptenden,2,3,2.33333333333333,1,1.33333333333333,15121
kiptere,4,2,2.5,1,1.5,15122
kiptergech,1,1,1,1,0,15123
kipterges,1,1,1,1,0,15124
kipteriet,1,1,1,1,0,15125
kipterri,1,1,1,1,0,15126
kiptewit,1,1,1,1,0,15127
kiptiget,1,1,1,1,0,15128
