word_clean,global_word_number_max,global_word_frequency,global_word_number_max_average,global_word_position_mean,global_word_position_fromend_mean,global_word_clean_integer
,1,1,1,1,0,2
,3,1,3,1,2,3
,3,2,3,2.5,0.5,4
\\',7,24,9.16666666666667,6,3.16666666666667,39
deepest,7,1,7,3,4,4861
video,7,61,3.34426229508197,2.36065573770492,0.983606557377049,32753
showz,7,1,7,5,2,30090
(,3,220,6.96363636363636,3.72727272727273,3.23636363636364,28
nyati,3,3,2,1.33333333333333,0.666666666666667,26059
),3,249,6.60240963855422,6.05622489959839,0.546184738955823,29
-,1,3209,4.19476472421315,2.92583359301963,1.26893113119352,6
.,1,387,5.31007751937985,3.28165374677003,2.02842377260982,26
01,3,7,2.42857142857143,1.28571428571429,1.14285714285714,52
0,3,114,4.59649122807018,2.73684210526316,1.85964912280702,49
magogo,3,4,2,1.75,0.25,19141
arabel,2,4,3,2.25,0.75,1277
joro,3,5,3.2,2,1.2,10223
orok,3,14,2.78571428571429,2.28571428571429,0.5,27271
kalau,2,3,3,2,1,11210
0ngielo,3,2,3,1,2,78
road,3,1533,2.81539465101109,2.6986301369863,0.116764514024788,28761
r1,3,4,3,3,0,28233
r3,3,3,3,3,0,28240
1,6,131,3.19847328244275,2.75572519083969,0.442748091603053,79
mile,6,8,3.875,1.625,2.25,21075
east,6,144,3.02083333333333,1.96527777777778,1.05555555555556,5460
of,6,378,5.16931216931217,2.82539682539683,2.34391534391534,26325
kagumo,6,7,2.85714285714286,1.85714285714286,1,10790
forest,6,467,2.67880085653105,2.22055674518201,0.458244111349036,6733
nr,6,6,3.16666666666667,1.33333333333333,1.83333333333333,25522
njukini,6,2,4,3.5,0.5,25339
w.of,4,2,4,2,2,32882
bariaho,4,1,4,4,0,1878
west,5,168,2.89285714285714,1.81547619047619,1.07738095238095,33384
barioho,5,1,5,5,0,1889
107,1,1,1,1,0,83
108,1,1,1,1,0,84
109,1,1,1,1,0,85
10th,2,2,2,1,1,86
campus,2,40,4.2,3.9,0.3,3146
street,2,127,2.28346456692913,2.21259842519685,0.0708661417322835,30863
110,1,1,1,1,0,88
11th,2,2,2,1,1,91
12,3,10,2.8,2.3,0.5,92
km,3,1,3,2,1,15780
run,3,1,3,3,0,29013
124,2,1,2,1,1,95
mathare,2,70,3.54285714285714,1.15714285714286,2.38571428571429,20199
12th,2,2,2,1,1,96
13th,2,1,2,1,1,101
14,3,13,3.23076923076923,2.69230769230769,0.538461538461538,102
falls,3,58,2.3448275862069,2.12068965517241,0.224137931034483,6541
141,6,1,6,1,5,104
community,6,166,3.89156626506024,2.21686746987952,1.67469879518072,4362
toilet,6,44,3.56818181818182,3.09090909090909,0.477272727272727,31856
/,6,234,3.99145299145299,2.55982905982906,1.43162393162393,33
rotary,6,2,4.5,3,1.5,28879
international,6,48,3.875,2.3125,1.5625,9616
14th,3,2,2.5,1,1.5,105
15th,2,2,2,1,1,107
16th,2,2,2,1,1,109
1760,2,1,2,1,1,111
m,2,19,3.68421052631579,1.89473684210526,1.78947368421053,18898
17th,2,1,2,1,1,112
18th,2,1,2,1,1,114
1998,4,1,4,1,3,117
bomb,4,1,4,2,2,2455
blast,4,1,4,3,1,2324
memorial,4,19,3.89473684210526,2.89473684210526,1,20780
19th,2,1,2,1,1,118
1n,1,1,1,1,0,126
1s,1,1,1,1,0,127
1st,2,9,2.66666666666667,1.11111111111111,1.55555555555556,128
avenue,2,90,2.54444444444444,2.35555555555556,0.188888888888889,1562
lane,2,140,2.09285714285714,2.05714285714286,0.0357142857142857,17184
ngong,3,56,3.17857142857143,1.71428571428571,1.46428571428571,25022
parklands,3,17,2.64705882352941,1.64705882352941,1,27565
tower,3,30,2.63333333333333,2.16666666666667,0.466666666666667,31962
loop,3,1,3,3,0,18424
2,2,172,3.32558139534884,3.0406976744186,0.284883720930233,129
basketball,2,8,3.125,2.375,0.75,1973
nd,3,1,3,2,1,24320
2.5,4,1,4,1,3,130
miles,4,10,4.3,1.6,2.7,21080
w.loc.12,4,1,4,3,1,32881
murungaini,4,2,2.5,2.5,0,22667
20,3,5,2.8,2.2,0.6,133
acres,3,4,3,2,1,491
village,3,202,3.6980198019802,2.55445544554455,1.14356435643564,32781
20th,3,2,2.5,1,1.5,137
century,3,2,2.5,2,0.5,3291
plaza,3,54,2.35185185185185,2.22222222222222,0.12962962962963,27874
226,1,1,1,1,0,140
24hrs,2,1,2,1,1,143
clinic,2,229,3.50655021834061,3.2882096069869,0.218340611353712,4274
2gether,1,1,1,1,0,151
2n,1,1,1,1,0,152
2nd,3,8,2.625,1.125,1.5,153
peak,2,21,2.04761904761905,2.04761904761905,0,27653
2s,1,1,1,1,0,154
3,2,69,3.15942028985507,2.78260869565217,0.376811594202899,155
barz,2,1,2,2,0,1955
in,4,23,5.65217391304348,4.21739130434783,1.43478260869565,9513
one,4,53,3.45283018867925,2.52830188679245,0.924528301886792,27104
pub,4,133,2.56390977443609,2.44360902255639,0.120300751879699,28120
south,6,199,2.93467336683417,1.60301507537688,1.33165829145729,30672
kutu,6,2,3.5,3,0.5,16655
\'s,6,557,3.83662477558348,2.56373429084381,1.27289048473968,38
rd,3,35,3.05714285714286,2.71428571428571,0.342857142857143,28445
star,4,19,3.84210526315789,1.73684210526316,2.10526315789474,30787
guest,4,62,3.54838709677419,2.32258064516129,1.2258064516129,8186
house,4,280,2.84642857142857,2.50357142857143,0.342857142857143,8869
tennis,2,7,2.28571428571429,1.85714285714286,0.428571428571429,31434
300,2,1,2,1,1,157
baobabs,2,1,2,2,0,1808
36,2,2,2,1.5,0.5,164
stage,2,47,3.02127659574468,2.78723404255319,0.234042553191489,30770
360hotl,1,1,1,1,0,165
3n,1,1,1,1,0,171
3rd,3,7,2.57142857142857,1.14285714285714,1.42857142857143,172
3s,1,1,1,1,0,173
4,2,55,3.18181818181818,2.96363636363636,0.218181818181818,174
th,3,1,3,2,1,31511
40_acres_research_land,1,1,1,1,0,178
42,5,3,3.66666666666667,1,2.66666666666667,179
techno,5,3,3.33333333333333,1.66666666666667,1.66666666666667,31367
tank,5,60,3.88333333333333,3.55,0.333333333333333,31259
water,5,295,3.68813559322034,2.30169491525424,1.3864406779661,33260
place,5,22,2.95454545454545,2.59090909090909,0.363636363636364,27850
terminus,3,4,2.75,2.25,0.5,31478
bar,3,176,3.05113636363636,2.43181818181818,0.619318181818182,1815
wind,3,1,3,2,1,33466
mill,3,18,2.94444444444444,2.83333333333333,0.111111111111111,21093
4b,2,2,2,1.5,0.5,187
dispensing,2,11,2.81818181818182,1.90909090909091,0.909090909090909,5102
4n,1,1,1,1,0,188
4s,1,1,1,1,0,189
4th,3,5,2.4,1,1.4,190
4u2,4,1,4,1,3,191
and,4,292,5.41780821917808,3.53082191780822,1.88698630136986,1079
restaurant,4,98,3.1734693877551,3.09183673469388,0.0816326530612245,28589
4x,2,1,2,1,1,192
bandas,2,5,3.8,3.4,0.4,1780
5,5,33,3.18181818181818,2.66666666666667,0.515151515151515,193
r.,5,6,3.5,2.33333333333333,1.16666666666667,28222
chuka,5,3,3,2.33333333333333,0.666666666666667,4176
kagio,5,3,2.66666666666667,2.33333333333333,0.333333333333333,10764
50,4,1,4,1,3,194
race,4,4,3.5,2.25,1.25,28271
pool,4,46,3.06521739130435,2.84782608695652,0.217391304347826,27936
gb,2,1,2,2,0,7449
5th,3,6,2.33333333333333,1,1.33333333333333,199
67,3,1,3,1,2,203
airport,3,72,2.43055555555556,2.19444444444444,0.236111111111111,692
hotel,3,310,2.89677419354839,2.50967741935484,0.387096774193548,8861
680,2,2,2,1.5,0.5,204
6,1,26,2.92307692307692,2.73076923076923,0.192307692307692,200
6th,2,4,2.25,1,1.25,205
7,3,21,2.57142857142857,2.33333333333333,0.238095238095238,206
k.a.r,3,1,3,2,1,10340
lines,3,5,3.8,3.8,0,17730
78,3,1,3,1,2,208
batalion,3,1,3,3,0,1987
7th,2,3,2,1,1,209
8,4,23,2.95652173913043,2.47826086956522,0.478260869565217,210
from,4,5,5.6,3,2.6,6809
sianna,4,2,3,2.5,0.5,30120
building,6,49,2.89795918367347,2.6530612244898,0.244897959183673,2728
805,1,1,1,1,0,215
8th,2,3,2,1,1,216
9,2,14,2.78571428571429,2.14285714285714,0.642857142857143,217
919ma,1,1,1,1,0,218
920ma,1,1,1,1,0,219
921ma,1,1,1,1,0,220
922.923,1,1,1,1,0,221
922new,1,1,1,1,0,222
923,1,1,1,1,0,223
923bar,1,1,1,1,0,224
923ma,1,1,1,1,0,225
924,1,1,1,1,0,226
924ma,3,1,3,1,2,227
wave,3,1,3,2,1,33304
925926,1,1,1,1,0,229
925bar,1,1,1,1,0,231
926marima,1,1,1,1,0,232
927.926ma,1,1,1,1,0,233
928,1,1,1,1,0,234
929,2,1,2,1,1,235
ma,2,8,4.25,2,2.25,18911
929bar,1,1,1,1,0,236
930,1,1,1,1,0,237
931,1,1,1,1,0,238
931bar,1,1,1,1,0,239
932.933.934.935.936,1,1,1,1,0,240
937.938,1,1,1,1,0,241
939,1,1,1,1,0,242
9th,2,3,2,1,1,245
<,4,1,4,1,3,45
not,4,6,4,2.33333333333333,1.66666666666667,25510
clear,4,1,4,3,1,4269
>,4,1,4,4,0,47
?,2,294,3.51020408163265,1.98639455782313,1.52380952380952,24
hare,6,2,4,4,0,8469
reserve,8,156,3.40384615384615,3.32692307692308,0.0769230769230769,28569
ioso,4,1,4,4,0,9646
yatta,3,18,2.72222222222222,1.44444444444444,1.27777777777778,33680
andongu,2,1,2,2,0,1091
esoni,2,1,2,2,0,6371
hot,5,6,3.83333333333333,1.33333333333333,2.5,8858
khot,5,5,3,2.2,0.8,13818
",",5,1188,3.50757575757576,2.22643097643098,1.28114478114478,22
hara,5,35,3.14285714285714,1.85714285714286,1.28571428571429,8445
i,11,19,3.47368421052632,2.05263157894737,1.42105263157895,8957
i???erri,2,1,2,2,0,8958
i?indoyi,2,1,2,2,0,8959
i?ingoti,2,1,2,2,0,8960
i?irigwi,2,1,2,2,0,8961
i?iriswa,2,1,2,2,0,8962
i?iuni,2,1,2,2,0,8963
ia,2,2,2.5,2,0.5,8967
iabigori,2,1,2,2,0,8968
iaboroti,2,1,2,2,0,8969
iaga,5,2,3.5,2,1.5,8970
sub,5,2367,4.11153358681876,2.09843683988171,2.01309674693705,30881
location,5,2742,3.77972283005106,3.76768781911014,0.012035010940919,17833
iagongo,2,1,2,2,0,8971
iagu,3,2,2.5,2,0.5,8972
iaguthu,2,1,2,2,0,8973
iahiti,2,1,2,2,0,8974
iahuho,2,1,2,2,0,8975
iahuria,2,1,2,2,0,8976
iairathe,2,1,2,2,0,8977
iairia,2,1,2,2,0,8978
iakanau,2,1,2,2,0,8979
iakanyinga,2,1,2,2,0,8980
iama,2,1,2,2,0,8981
iamachimbe,2,1,2,2,0,8982
iamaina,2,1,2,2,0,8983
iamani,2,1,2,2,0,8984
iamariga,5,2,3.5,2,1.5,8985
iamatogo,2,1,2,2,0,8986
iambaa,3,2,2.5,2,0.5,8987
iambatha,2,1,2,2,0,8988
iambathia,2,1,2,2,0,8989
iambeni,2,1,2,2,0,8990
iamber,2,1,2,2,0,8991
iambwa,5,1,5,2,3,8992
iamera,3,1,3,2,1,8993
hill,3,498,2.23694779116466,2.08032128514056,0.156626506024096,8665
iamiogo,2,1,2,2,0,8994
iamisiri,2,1,2,2,0,8995
iamokama,2,1,2,2,0,8996
iamouchie,2,1,2,2,0,8997
iamtai,3,1,3,2,1,8998
iamurathe,2,1,2,2,0,8999
iamuri,5,2,3.5,2,1.5,9000
iamuringa,2,1,2,2,0,9001
iamutugu,2,1,2,2,0,9002
iamuya,2,1,2,2,0,9003
iamwangi,2,1,2,2,0,9004
iamwenja,2,1,2,2,0,9005
iamweri,2,1,2,2,0,9006
iamworia,2,1,2,2,0,9007
iandai,2,1,2,2,0,9009
iandakinene,2,1,2,2,0,9010
iandangai,2,1,2,2,0,9011
iandani,5,1,5,2,3,9012
iandongoro,2,1,2,2,0,9013
iangai,5,2,3.5,2,1.5,9015
iangari,2,1,2,2,0,9016
iangini,2,3,1.66666666666667,1.33333333333333,0.333333333333333,9017
ianjang\'a,5,1,5,2,3,9018
ianjogu,5,2,3.5,2,1.5,9019
ianjoke,2,1,2,2,0,9020
ianjokoma,5,1,5,2,3,9021
ianjore,2,1,2,2,0,9022
ianjugu,2,1,2,2,0,9023
ianjuki,5,2,3.5,2,1.5,9024
ianthuzi,2,1,2,2,0,9025
ianyaga,2,1,2,2,0,9026
ianyini,2,1,2,2,0,9027
ianzabe,3,1,3,2,1,9028
estate,3,495,2.30909090909091,2.23232323232323,0.0767676767676768,6384
iapei,2,1,2,2,0,9030
iarakongo,2,1,2,2,0,9031
iaramu,2,1,2,2,0,9032
iareni,2,1,2,2,0,9033
iaritha,4,1,4,2,2,9034
ini,4,40,3.575,3.125,0.45,9569
iaruhiu,2,1,2,2,0,9035
iarungu,2,1,2,2,0,9036
iaruru,2,1,2,2,0,9037
iarwara,2,1,2,2,0,9038
iasa,2,1,2,2,0,9039
iathoni,2,1,2,2,0,9040
iathungurumu,2,1,2,2,0,9041
iatiheneni,2,1,2,2,0,9042
iatini,2,1,2,2,0,9043
iatuni,2,1,2,2,0,9044
iawambeu,2,1,2,2,0,9045
iawambogo,2,1,2,2,0,9046
iawamumwe,2,1,2,2,0,9047
iawanjugu,2,1,2,2,0,9048
iawanugu,2,1,2,2,0,9049
iawaso,2,1,2,2,0,9050
iaweru,2,1,2,2,0,9051
ibaas,2,1,2,2,0,9053
ibaba,2,1,2,2,0,9054
ibabii,2,1,2,2,0,9055
ibacha,2,1,2,2,0,9056
ibaino,2,1,2,2,0,9058
ibajet,2,1,2,2,0,9059
ibandaongo,5,2,3.5,2,1.5,9060
ibandi,2,1,2,2,0,9061
ibandini,2,1,2,2,0,9062
ibangaini,3,1,3,2,1,9063
depression,3,2,2.5,2.5,0,4916
ibanguini,2,1,2,2,0,9064
ibaone,2,1,2,2,0,9066
ibaoni,2,1,2,2,0,9067
ibara,2,2,1.5,1.5,0,9068
ibaraa,2,1,2,2,0,9069
ibargoi,2,1,2,2,0,9070
ibera,2,1,2,2,0,9076
ibereget,2,1,2,2,0,9078
ibicoi,2,1,2,2,0,9080
ibilil,2,1,2,2,0,9081
ibimjor,3,1,3,2,1,9082
range,3,55,2.45454545454545,2.18181818181818,0.272727272727273,28372
ibingei,2,1,2,2,0,9083
ibinges,2,1,2,2,0,9084
ibingo,2,1,2,2,0,9085
ibingor,2,1,2,2,0,9086
ibini,2,1,2,2,0,9087
ibiok,2,1,2,2,0,9089
ibirichia,3,1,3,2,1,9090
ibirikani,2,1,2,2,0,9091
ibiriraini,2,1,2,2,0,9092
ibisi,2,1,2,2,0,9094
ibiuto,2,1,2,2,0,9095
ibogi,2,1,2,2,0,9097
iboi,2,1,2,2,0,9098
iboino,2,1,2,2,0,9099
iboko,3,2,2.5,2,0.5,9100
station,3,308,3.01948051948052,2.8961038961039,0.123376623376623,30797
ibokoni,5,2,3.5,2,1.5,9101
ziwa,5,65,3.38461538461538,1.84615384615385,1.53846153846154,33829
la,5,105,3.57142857142857,2.59047619047619,0.980952380952381,17007
ibolo,2,1,2,2,0,9102
ibolos,2,1,2,2,0,9103
ibor,2,1,2,2,0,9105
ibora,2,1,2,2,0,9106
ibos,2,1,2,2,0,9107
ibosek,2,1,2,2,0,9108
iboswa,2,1,2,2,0,9109
ibugat,3,1,3,2,1,9114
ibugo,2,1,2,2,0,9115
ibugu,2,1,2,2,0,9116
ibuguni,2,1,2,2,0,9117
ibuk,2,1,2,2,0,9118
ibutio,2,1,2,2,0,9119
ichichi,2,4,2.5,1.25,1.25,9138
ide,2,1,2,2,0,9152
idogoweni,2,1,2,2,0,9163
idomaya,2,1,2,2,0,9165
ieganguru,2,1,2,2,0,9169
indu,2,1,2,2,0,9533
irigo,2,2,1.5,1.5,0,9684
irogine,2,1,2,2,0,9693
ivani,2,1,2,2,0,9911
\kiia,3,1,3,1,2,41
rock,3,73,2.71232876712329,2.12328767123288,0.589041095890411,28788
catchment,3,8,2.875,2.5,0.375,3224
a,4,114,3.57894736842105,2.62280701754386,0.956140350877193,246
maize,4,6,2.83333333333333,1.5,1.33333333333333,19282
millers,4,3,3.66666666666667,3.33333333333333,0.333333333333333,21097
zone,3,21,3.33333333333333,2.47619047619048,0.857142857142857,33838
bo,6,5,3.8,1.6,2.2,2348
de,6,35,3.54285714285714,2.08571428571429,1.45714285714286,4832
er,6,5,4.4,3.2,1.2,6251
shan,6,3,4,3.66666666666667,0.333333333333333,29871
mai,6,13,3.38461538461538,1.46153846153846,1.92307692307692,19224
cheinia,2,2,2,2,0,3590
long,10,4,3.75,1.25,2.5,18333
main,10,77,3.49350649350649,2.35064935064935,1.14285714285714,19248
lokichoggio,10,3,4.33333333333333,2.66666666666667,1.66666666666667,18017
to,10,53,4.30188679245283,2.07547169811321,2.22641509433962,31841
termkut,10,2,5.5,4.5,1,31479
r,4,10,3,2,1,28217
d,4,22,3.18181818181818,2.04545454545455,1.13636363636364,4554
freight,4,6,3,2,1,6790
plus,4,3,4,2.66666666666667,1.33333333333333,27879
motors,4,11,2.63636363636364,2.36363636363636,0.272727272727273,21810
a.aggett,1,1,1,1,0,248
a.b.c,2,1,2,1,1,249
church,2,554,3.74007220216607,3.13898916967509,0.601083032490975,4202
a.c.eandall,1,1,1,1,0,250
a.c.f,2,1,2,1,1,251
a.c.k,2,10,4.8,1.8,3,252
st,6,269,4.78810408921933,1.07063197026022,3.71747211895911,30745
john,6,27,4.44444444444444,2.03703703703704,2.40740740740741,10191
tayari,6,5,2.8,2.2,0.6,31340
a.d.c,2,2,2.5,1,1.5,253
a.e.aggatt\'s,2,1,2,1,1,254
farm,2,523,2.68260038240918,2.60611854684512,0.0764818355640535,6560
a.g.randall,2,1,2,1,1,255
a.hook\'s,2,1,2,1,1,256
a.i.c,3,8,4,1.75,2.25,257
embakasi,3,14,2.57142857142857,1.42857142857143,1.14285714285714,5828
laini,3,15,3.66666666666667,1.53333333333333,2.13333333333333,17087
saba,3,25,3.44,2.16,1.28,29125
hills,4,244,2.26229508196721,2.13114754098361,0.131147540983607,8670
a.i.g,3,1,3,1,2,258
library,3,33,3.21212121212121,2.78787878787879,0.424242424242424,17649
a.i.israel,1,1,1,1,0,259
a.i.p.c.a,3,1,3,1,2,260
-4b,3,1,3,2,1,7
a.k.c,5,1,5,1,4,261
kaborom,5,1,5,3,2,10542
primary,5,1220,3.41639344262295,2.51885245901639,0.897540983606558,28041
school,5,1727,3.64910248986682,3.47596988998263,0.173132599884192,29548
a.m,6,1,6,1,5,262
tm,6,1,6,3,3,31840
costruction,6,1,6,4,2,4451
group,6,124,4.43548387096774,3.75,0.685483870967742,8144
africa,6,56,4.71428571428571,3.23214285714286,1.48214285714286,595
a.m.o.h.gm,2,1,2,1,1,263
a001,1,1,1,1,0,264
a002,1,1,1,1,0,265
a003,1,1,1,1,0,266
a004,1,1,1,1,0,267
a005,1,1,1,1,0,268
a006,1,1,1,1,0,269
a007,1,1,1,1,0,270
a008,1,1,1,1,0,271
a009,1,1,1,1,0,272
a010,1,1,1,1,0,273
a011,1,1,1,1,0,274
a012,1,1,1,1,0,275
a013,1,1,1,1,0,276
a014,1,1,1,1,0,277
a015,1,1,1,1,0,278
a016,1,1,1,1,0,279
a017,1,1,1,1,0,280
a018,1,1,1,1,0,281
a019,1,1,1,1,0,282
a020,1,1,1,1,0,283
a021,1,1,1,1,0,284
a022,1,1,1,1,0,285
a023,1,1,1,1,0,286
a024,1,1,1,1,0,287
a025,1,1,1,1,0,288
a026,1,1,1,1,0,289
a027,1,1,1,1,0,290
a028,1,1,1,1,0,291
a029,1,1,1,1,0,292
a030,1,1,1,1,0,293
a031,1,1,1,1,0,294
a032,1,1,1,1,0,295
a033,1,1,1,1,0,296
a034,1,1,1,1,0,297
a035,1,1,1,1,0,298
a036,1,1,1,1,0,299
a037,1,1,1,1,0,300
a038,1,1,1,1,0,301
a039,1,1,1,1,0,302
a040,1,1,1,1,0,303
a041,1,1,1,1,0,304
a042,1,1,1,1,0,305
a043,1,1,1,1,0,306
a044,1,1,1,1,0,307
a045,1,1,1,1,0,308
a046,1,1,1,1,0,309
a047,1,1,1,1,0,310
a048,1,1,1,1,0,311
a049,1,1,1,1,0,312
a050,1,1,1,1,0,313
a051,1,1,1,1,0,314
a052,1,1,1,1,0,315
a053,1,1,1,1,0,316
a054,1,1,1,1,0,317
a055,1,1,1,1,0,318
a056,1,1,1,1,0,319
a057,1,1,1,1,0,320
a058,1,1,1,1,0,321
a059,1,1,1,1,0,322
a060,1,1,1,1,0,323
a061,1,1,1,1,0,324
a062,1,1,1,1,0,325
a063,1,1,1,1,0,326
a064,1,1,1,1,0,327
a065,1,1,1,1,0,328
a1,1,1,1,1,0,329
aa,3,3,3.66666666666667,1,2.66666666666667,330
lodge,3,126,3.04761904761905,2.87301587301587,0.174603174603175,17872
mara,3,79,3.25316455696203,1.77215189873418,1.48101265822785,19750
kenya,5,258,4.58139534883721,2.29457364341085,2.28682170542636,13605
driving,5,10,3,2,1,5263
aathi,1,1,1,1,0,332
aayatia,3,1,3,1,2,333
trading,3,35,3.71428571428571,2.45714285714286,1.25714285714286,31980
centre,3,468,3.63888888888889,3.47008547008547,0.168803418803419,3285
ababo,5,1,5,1,4,336
private,5,9,3,1.77777777777778,1.22222222222222,28054
ababule,1,1,1,1,0,337
abachula,1,2,1.5,1.5,0,338
abadarant,1,1,1,1,0,339
abadare,3,3,3,1,2,340
country,3,16,3.6875,2.6875,1,4464
cub,3,1,3,3,0,4526
park,3,133,3.1203007518797,2.78947368421053,0.330827067669173,27558
ranger,3,3,3,1.66666666666667,1.33333333333333,28375
path,3,164,3.88414634146342,2.96951219512195,0.914634146341463,27604
abadares,3,1,3,1,2,341
curio,3,5,2.8,1.8,1,4538
shop,3,157,2.84076433121019,2.77707006369427,0.0636942675159236,30073
abafayo,3,2,2.5,1.5,1,342
melka,3,59,2.45762711864407,1.93220338983051,0.525423728813559,20766
abageranso,1,1,1,1,0,343
abahama,1,1,1,1,0,344
abahiringera,4,1,4,1,3,345
abajula,1,1,1,1,0,346
abak,2,3,2,1,1,347
der,2,9,2.44444444444444,2.11111111111111,0.333333333333333,4917
dera,2,21,3.19047619047619,2.04761904761905,1.14285714285714,4918
fin,2,1,2,2,0,6649
abakaile,1,1,1,1,0,348
abakore,3,8,2.75,1,1.75,350
ap,3,58,3.48275862068966,2.25862068965517,1.22413793103448,1229
camp,3,245,3.12244897959184,2.86122448979592,0.261224489795918,3138
borehole,2,322,2.86335403726708,2.35714285714286,0.506211180124224,2537
health,3,117,3.81196581196581,2.57264957264957,1.23931623931624,8555
center,3,237,3.80590717299578,3.48945147679325,0.316455696202532,3279
secondary,3,318,3.78301886792453,2.77987421383648,1.00314465408805,29597
pan,3,123,3.44715447154472,3.09756097560976,0.349593495934959,27503
abore,4,5,2.6,1.4,1.2,435
abakuno,1,1,1,1,0,351
abalo,1,1,1,1,0,353
abamagado,1,1,1,1,0,356
abaqdere,1,1,1,1,0,360
abaqfin,1,1,1,1,0,361
abar,2,1,2,1,1,362
rolt,2,1,2,2,0,28818
abaraga,3,2,2.5,1.5,1,363
nambala,3,18,2.5,1.88888888888889,0.611111111111111,23886
abarat,1,1,1,1,0,364
abarati,1,1,1,1,0,365
abaratiro,3,1,3,1,2,366
abarfarida,1,1,1,1,0,367
abarimell,1,1,1,1,0,368
abarot,1,1,1,1,0,369
abassa,3,1,3,1,2,371
abasuba,4,1,4,1,3,372
peace,4,7,4.71428571428571,2.28571428571429,2.42857142857143,27652
museum,4,15,2.86666666666667,2.26666666666667,0.6,22715
abasula,1,1,1,1,0,373
abbaraga,3,2,2.5,1.5,1,376
abbdalla,2,1,2,1,1,378
stores,2,14,2.42857142857143,2.14285714285714,0.285714285714286,30850
abbey,3,1,3,1,2,379
computer,3,24,3.75,2.45833333333333,1.29166666666667,4374
college,3,51,4.19607843137255,3.62745098039216,0.568627450980392,4325
abbots,4,1,4,1,3,380
eco,4,7,4.85714285714286,2.85714285714286,2,5536
abc,2,4,2.75,1,1.75,381
academy,2,262,3.20610687022901,2.97328244274809,0.232824427480916,465
bank,2,107,3.48598130841122,2.32710280373832,1.1588785046729,1796
b,5,102,3.33333333333333,2.64705882352941,0.686274509803922,1628
region,5,9,2.88888888888889,2.88888888888889,0,28503
abdel,3,1,3,1,2,383
nasser,3,1,3,2,1,24186
abder,3,1,3,1,2,385
rehman,3,1,3,2,1,28517
tuwili,3,2,2.5,2.5,0,32249
abderheman,2,1,2,1,1,386
abdiwaqo,1,2,2.5,2,0.5,388
abdu,3,1,3,1,2,389
wahab,3,1,3,2,1,32940
spring,3,137,2.40875912408759,2.1021897810219,0.306569343065693,30728
abduba,2,1,2,1,1,390
abdurrahman,3,1,3,1,2,396
well,3,77,3.16883116883117,2.92207792207792,0.246753246753247,33345
abdurrahmans,2,3,2.33333333333333,1.33333333333333,1,397
el,3,130,2.77692307692308,1.69230769230769,1.08461538461538,5657
abdwak,1,1,1,1,0,398
abelibel,1,1,1,1,0,399
abendera,3,2,2.5,1.5,1,400
moru,3,62,2.66129032258065,1.85483870967742,0.806451612903226,21691
abenyo,3,2,2.5,1.5,1,401
emuru,3,7,2.42857142857143,1.57142857142857,0.857142857142857,5959
abercares,1,1,1,1,0,402
aberdar,1,1,1,1,0,403
aberdare,2,16,2.25,1.375,0.875,404
estates,2,32,2.625,2.5,0.125,6385
mountains,2,6,2,2,0,21818
national,3,101,4.04950495049505,2.18811881188119,1.86138613861386,24226
public,3,35,3.85714285714286,2.37142857142857,1.48571428571429,28121
campsite,3,43,3.32558139534884,3.13953488372093,0.186046511627907,3145
royal,4,30,3.6,1.8,1.8,28894
aberdarea,1,1,1,1,0,405
aberdarebergen,1,1,1,1,0,406
aberdarebjergene,1,1,1,1,0,407
aberdarefjellene,1,1,1,1,0,408
aberdares,2,3,2.33333333333333,1.33333333333333,1,409
f.hall,2,2,1.5,1.5,0,6499
aberdarevuoristo,1,1,1,1,0,410
aberdaris,2,1,2,1,1,411
kedi,2,1,2,2,0,13447
aberdarski,2,1,2,1,1,412
khrybet,2,1,2,2,0,13821
aberdate,2,1,2,1,1,413
aberdehr,1,1,1,1,0,414
aberit,1,1,1,1,0,415
abib,2,1,2,1,1,416
kindergarten,2,14,3.57142857142857,3.07142857142857,0.5,14824
abididan,3,2,2.5,1.5,1,417
abiero,1,1,1,1,0,418
abikar,3,1,3,1,2,419
abili,2,1,2,1,1,420
agituk,2,1,2,2,0,630
abiru,2,1,2,1,1,422
abla,1,1,1,1,0,423
abloi,4,1,4,1,3,424
a.,4,13,4.61538461538462,4.61538461538462,0,247
ablution,2,5,5.6,4,1.6,425
block,2,53,3.35849056603774,2.45283018867925,0.905660377358491,2336
aboboka,1,1,1,1,0,426
abogeta,2,3,1.66666666666667,1,0.666666666666667,427
aboke,4,3,2.66666666666667,1,1.66666666666667,428
uyundo,4,4,3,1.5,1.5,32677
market,2,117,2.8974358974359,2.1965811965812,0.700854700854701,19915
shops,2,6,2.33333333333333,2,0.333333333333333,30078
aboli,3,1,3,1,2,429
abolio,4,1,4,1,3,430
path1,4,3,4.66666666666667,3.66666666666667,1,27605
aboloi,4,11,4.36363636363636,1,3.36363636363636,431
1a,4,2,3.5,2.5,1,119
b.,4,12,4.08333333333333,4,0.0833333333333333,1629
1b,5,3,4.66666666666667,3.66666666666667,1,120
1d,5,2,5.5,4.5,1,122
1e,5,3,4.33333333333333,3.66666666666667,0.666666666666667,123
1f,5,1,5,4,1,124
path1c,3,1,3,3,0,27606
path3,4,2,4.5,3.5,1,27607
abom,4,2,2.5,1,1.5,432
abora,2,2,1.5,1,0.5,434
abos,1,1,1,1,0,436
