gettyid,prefLabel,altLabel,placeType,parentString,parentStringAbbrev,placeTypeNonPreferred,prefLabelGVP,latitude,longitude
1110380," ""Yatta Plateau"" .",, <http://vocab.getty.edu/aat/300132339," ""Kitui, Kenya, Africa, World"" ."," ""Kitui, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/111525,,
1110425," ""Cherangany Hills"" .",, <http://vocab.getty.edu/aat/300008777," ""West Pokot, Kenya, Africa, World"" ."," ""West Pokot, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/111570,,
1110903," ""Boji Plain"" .",, <http://vocab.getty.edu/aat/300008805," ""Wajir, Kenya, Africa, World"" ."," ""Wajir, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/112050,,
1110994," ""Bun Plains"" .",, <http://vocab.getty.edu/aat/300008805," ""Wajir, Kenya, Africa, World"" ."," ""Wajir, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/112144,,
1113973," ""Ungama Bay"" .",, <http://vocab.getty.edu/aat/300132316," ""Tana River, Kenya, Africa, World"" ."," ""Tana River, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/115205,,
1114037," ""Winam Gulf"" ."," ""Winam"" .", <http://vocab.getty.edu/aat/300132316; <http://vocab.getty.edu/aat/300132315," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300132316, <http://vocab.getty.edu/tgn/term/365869, -.25, 34.601
1115529," ""Baringo, Lake"" ."," ""Lake Baringo"" .", <http://vocab.getty.edu/aat/300008680," ""Baringo, Kenya, Africa, World"" ."," ""Baringo, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/116794,,
1115655," ""Bogoria, Lake"" ."," ""Lake Bogoria"" .; ""Hannington, Lake"" .", <http://vocab.getty.edu/aat/300008680," ""Baringo, Kenya, Africa, World"" ."," ""Baringo, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/116921,,
1117434," ""Naivasha, Lake"" ."," ""Lake Naivasha"" .", <http://vocab.getty.edu/aat/300008680," ""Nakuru, Kenya, Africa, World"" ."," ""Nakuru, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/118716,,
1117436," ""Nakuru, Lake"" ."," ""Lake Nakuru"" .", <http://vocab.getty.edu/aat/300008680," ""Nakuru, Kenya, Africa, World"" ."," ""Nakuru, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/118718,,
1119104," ""Magadi, Lake"" ."," ""Lake Magadi"" .; ""Soda"" .", <http://vocab.getty.edu/aat/300387087," ""Kajiado, Kenya, Africa, World"" ."," ""Kajiado, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/120405,,
1121468," ""Athi"" .",, <http://vocab.getty.edu/aat/300008707," ""Kitui, Kenya, Africa, World"" ."," ""Kitui, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/122805,,
1122047," ""Bohol, Lach"" ."," ""Lach Bohol"" .; ""Bogal, Lagh"" .; ""Lagh Bogal"" .", <http://vocab.getty.edu/aat/300008707," ""Wajir, Kenya, Africa, World"" ."," ""Wajir, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1002199088, .697, 40.95
1122124," ""Bor, Lak"" ."," ""Lak Bor"" .; ""Bor, Laga"" .", <http://vocab.getty.edu/aat/300008707," ""Wajir, Kenya, Africa, World"" ."," ""Wajir, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/123482,,
1122822," ""Choichuf, Laga"" ."," ""Laga Choichuf"" .; ""Laga Choichuff"" .; ""Choichuff, Laga"" .", <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/365797, 2.55502, 38.874837
1123451," ""Dodori"" .",, <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/124852, -1.908031, 41.010096
1124086," ""Galana"" .",, <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/125515, -3.168286, 40.144304
1124557," ""Har, Laga"" ."," ""Laga Har"" .", <http://vocab.getty.edu/aat/300008707," ""Wajir, Kenya, Africa, World"" ."," ""Wajir, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/126005,,
1124643," ""Hiraman"" .",, <http://vocab.getty.edu/aat/300008707," ""Tana River, Kenya, Africa, World"" ."," ""Tana River, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/126093, -1.116667, 39.916667
1125525," ""Kerio"" .",, <http://vocab.getty.edu/aat/300008707," ""Turkana, Kenya, Africa, World"" ."," ""Turkana, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/127010,,
1125829," ""Kutulo, Lagh"" ."," ""Lagh Kutulo"" .", <http://vocab.getty.edu/aat/300008707," ""Mandera, Kenya, Africa, World"" ."," ""Mandera, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/127332,,
1127084," ""Merille, Laga"" ."," ""Laga Merille"" .", <http://vocab.getty.edu/aat/300008707," ""Isiolo, Kenya, Africa, World"" ."," ""Isiolo, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/128650, 1.416667, 38.433333
1127152," ""Migori"" .",, <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/128721, -.988, 34.250572
1127157," ""Milgis"" .",, <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/128726, 1.8, 38.1
1127748," ""Ng'iro, Ewaso"" ."," ""Ewaso Ng'iro"" .", <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/129339, .466, 39.931
1127754," ""Ngiro, Ewaso"" ."," ""Ewaso Ngiro"" .; ""Ngiro, Guaso"" .; ""Ngiro, Engare"" .; ""Ng'iro, Ngare"" .", <http://vocab.getty.edu/aat/300008707," ""Kajiado, Kenya, Africa, World"" ."," ""Kajiado, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/129345, -2.136, 36.051
1127969," ""Nzoia"" .",, <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/129568, .056, 33.95282
1130384," ""Suguta"" .",, <http://vocab.getty.edu/aat/300008707," ""Turkana, Kenya, Africa, World"" ."," ""Turkana, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/132078,,
1130589," ""Tana"" .",, <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/132293, -2.533311, 40.531223
1130820," ""Thowa"" .",, <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/132537, -1.55, 40.05
1130892," ""Tiva"" .",, <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/132614, -2.351201, 39.010077
1131087," ""Tula"" .",, <http://vocab.getty.edu/aat/300008707," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/132815, -.833, 39.85
1131139," ""Turkwel"" .",, <http://vocab.getty.edu/aat/300008707," ""Turkana, Kenya, Africa, World"" ."," ""Turkana, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/132870,,
1135666," ""Lugards Falls"" .",, <http://vocab.getty.edu/aat/300008736," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/137440, -3.038337, 38.695563
1140885," ""Bura"" .",, <http://vocab.getty.edu/aat/300008347," ""Taita/Taveta, Kenya, Africa, World"" ."," ""Taita/Taveta, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/180996, -3.5, 38.3167
6003508," ""Lothagam"" ."," ""Lothagam Hill"" .", <http://vocab.getty.edu/aat/300000810; <http://vocab.getty.edu/aat/300387251; <http://vocab.getty.edu/aat/300008777," ""Turkana, Kenya, Africa, World"" ."," ""Turkana, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300000810; <http://vocab.getty.edu/aat/300387251, <http://vocab.getty.edu/tgn/term/168827, 2.916, 36.066
6005190," ""Samburu Hills"" .",, <http://vocab.getty.edu/aat/300008777," ""Samburu, Kenya, Africa, World"" ."," ""Samburu, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/170509, 1.75, 36.593
6006232," ""Urewe"" ."," ""Ulore"" .", <http://vocab.getty.edu/aat/300000810; <http://vocab.getty.edu/aat/300387006," ""Siaya, Kenya, Africa, World"" ."," ""Siaya, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300000810, <http://vocab.getty.edu/tgn/term/171551,,
7000135," ""Nairobi Area"" ."," ""Nairobi"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300387179; <http://vocab.getty.edu/aat/300387116," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300387116, <http://vocab.getty.edu/tgn/term/141488,,
7001113," ""Lamu"" .",, <http://vocab.getty.edu/aat/300008347," ""Lamu, Kenya, Africa, World"" ."," ""Lamu, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/91386, -2.2833, 40.9
7001114," ""Malindi"" .",, <http://vocab.getty.edu/aat/300008347," ""Kilifi, Kenya, Africa, World"" ."," ""Kilifi, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/91403, -3.2333, 40.0833
7001115," ""Mombasa"" .",, <http://vocab.getty.edu/aat/300008347; <http://vocab.getty.edu/aat/300387218; <http://vocab.getty.edu/aat/300387223; <http://vocab.getty.edu/aat/300008375; <http://vocab.getty.edu/aat/300265612; <http://vocab.getty.edu/aat/300387302; <http://vocab.getty.edu/aat/300387285; <http://vocab.getty.edu/aat/300120599," ""Mombasa, Kenya, Africa, World"" ."," ""Mombasa, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300387218; <http://vocab.getty.edu/aat/300387223; <http://vocab.getty.edu/aat/300008375; <http://vocab.getty.edu/aat/300265612; <http://vocab.getty.edu/aat/300387302; <http://vocab.getty.edu/aat/300387285; <http://vocab.getty.edu/aat/300120599, <http://vocab.getty.edu/tgn/term/91416, -4.0667, 39.6667
7001116," ""Nairobi"" .",, <http://vocab.getty.edu/aat/300008347; <http://vocab.getty.edu/aat/300008389; <http://vocab.getty.edu/aat/300387219; <http://vocab.getty.edu/aat/300264742; <http://vocab.getty.edu/aat/300387512; <http://vocab.getty.edu/aat/300265612; <http://vocab.getty.edu/aat/300387270; <http://vocab.getty.edu/aat/300387302; <http://vocab.getty.edu/aat/300387291; <http://vocab.getty.edu/aat/300387286," ""Nairobi City, Kenya, Africa, World"" ."," ""Nairobi City, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300008389; <http://vocab.getty.edu/aat/300387219; <http://vocab.getty.edu/aat/300264742; <http://vocab.getty.edu/aat/300387512; <http://vocab.getty.edu/aat/300265612; <http://vocab.getty.edu/aat/300387270; <http://vocab.getty.edu/aat/300387302; <http://vocab.getty.edu/aat/300387291; <http://vocab.getty.edu/aat/300387286, <http://vocab.getty.edu/tgn/term/91427, -1.2833, 36.8333
7016553," ""Ileret"" .",, <http://vocab.getty.edu/aat/300008347," ""Marsabit, Kenya, Africa, World"" ."," ""Marsabit, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/91356, 4.3, 36.2333
7016560," ""Olorgesailie"" ."," ""Olorgasailie National Monument"" .; ""Olorgasailie"" .", <http://vocab.getty.edu/aat/300000810; <http://vocab.getty.edu/aat/300006958; <http://vocab.getty.edu/aat/300387006," ""Kajiado, Kenya, Africa, World"" ."," ""Kajiado, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300000810; <http://vocab.getty.edu/aat/300006958, <http://vocab.getty.edu/tgn/term/1001259952, -1.6667, 36.3667
7016566," ""Rusinga Island"" .",, <http://vocab.getty.edu/aat/300000810; <http://vocab.getty.edu/aat/300008791; <http://vocab.getty.edu/aat/300387006," ""Homa Bay, Kenya, Africa, World"" ."," ""Homa Bay, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300000810; <http://vocab.getty.edu/aat/300387006, <http://vocab.getty.edu/tgn/term/9054,,
7016846," ""Vanga"" .",, <http://vocab.getty.edu/aat/300008347," ""Kwale, Kenya, Africa, World"" ."," ""Kwale, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/91461, -4.6667, 39.2167
7025829," ""Turkana"" .",, <http://vocab.getty.edu/aat/300387346," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .",, <http://vocab.getty.edu/tgn/term/1164847, .6667, 35.5
7029556," ""Don dol"" ."," ""Ildolidol"" .; ""Dol dol"" .", <http://vocab.getty.edu/aat/300008347," ""Laikipia, Kenya, Africa, World"" ."," ""Laikipia, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001176064, .4, 37.169
7031935," ""Ololbutot""@en ."," ""Hell's Gate"" .", <http://vocab.getty.edu/aat/300008767," ""Nakuru, Kenya, Africa, World"" ."," ""Nakuru, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001187140-en, -.916, 36.321
7031936," ""Hell's Gate National Park"" .",, <http://vocab.getty.edu/aat/300008189," ""Nakuru, Kenya, Africa, World"" ."," ""Nakuru, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001187142,,
7031937," ""Longonot"" ."," ""Ol Olongot"" .", <http://vocab.getty.edu/aat/300008795," ""Nakuru, Kenya, Africa, World"" ."," ""Nakuru, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001187143, -.916, 36.457
7031938," ""Mount Longonot National Park"" ."," ""Longonot"" .; ""Ol Ongonot"" .", <http://vocab.getty.edu/aat/300008189," ""Nakuru, Kenya, Africa, World"" ."," ""Nakuru, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001187145,,
7031939," ""Lake Bogoria National Reserve""@en .",, <http://vocab.getty.edu/aat/300008178," ""Baringo, Kenya, Africa, World"" ."," ""Baringo, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001187149-en,,
7031940," ""Kamnarok, Lake""@en ."," ""Lake Kamnarok"" .", <http://vocab.getty.edu/aat/300008680," ""Baringo, Kenya, Africa, World"" ."," ""Baringo, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001187150-en, .633, 35.677
7031941," ""Masai Mara National Reserve""@en ."," ""Masai Mara Game Reserve"" .; ""Narok-Masai Game Reserve"" .; ""Mara Game Reserve"" .; ""Maasai Mara National Reserve"" .", <http://vocab.getty.edu/aat/300008178; <http://vocab.getty.edu/aat/300008181," ""Narok, Kenya, Africa, World"" ."," ""Narok, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300008181, <http://vocab.getty.edu/tgn/term/1001187155-en, -1.416, 35.745
7031942," ""Mwea Plains"" .",, <http://vocab.getty.edu/aat/300008805," ""Embu, Kenya, Africa, World"" ."," ""Embu, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001187156, -.833, 37.593
7031943," ""Mwea National Reserve""@en .",, <http://vocab.getty.edu/aat/300008178," ""Embu, Kenya, Africa, World"" ."," ""Embu, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001187157-en,,
7031944," ""Kakamega Forest""@en ."," ""Kakamega Forest National Reserve"" .; ""Kakamega Forest Reserve"" .", <http://vocab.getty.edu/aat/300008865; <http://vocab.getty.edu/aat/300008863," ""Kakamega, Kenya, Africa, World"" ."," ""Kakamega, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300008865, <http://vocab.getty.edu/tgn/term/1001187158-en, .266, 34.898
7031945," ""Samburu Game Reserve"" ."," ""Samburu Uaso Nyiro Game Reserve"" .", <http://vocab.getty.edu/aat/300008178; <http://vocab.getty.edu/aat/300008181," ""Samburu, Kenya, Africa, World"" ."," ""Samburu, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300008181, <http://vocab.getty.edu/tgn/term/1001187161, .666, 37.542
7033002," ""Deloraine"" ."," ""Deloraine Farm"" .", <http://vocab.getty.edu/aat/300000810; <http://vocab.getty.edu/aat/300387006," ""Nakuru, Kenya, Africa, World"" ."," ""Nakuru, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300000810, <http://vocab.getty.edu/tgn/term/1001215197,,
7059178," ""Koobi Fora"" .",, <http://vocab.getty.edu/aat/300000810," ""Marsabit, Kenya, Africa, World"" ."," ""Marsabit, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001259949, 3.95, 36.216
7059194," ""Hyrax Hill"" .",, <http://vocab.getty.edu/aat/300000810; <http://vocab.getty.edu/aat/300387006," ""Nakuru, Kenya, Africa, World"" ."," ""Nakuru, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300000810, <http://vocab.getty.edu/tgn/term/1001259984,,
7059200," ""Gede"" ."," ""Gedi"" .", <http://vocab.getty.edu/aat/300008347," ""Kilifi, Kenya, Africa, World"" ."," ""Kilifi, Kenya, ... World"" .",, <http://vocab.getty.edu/tgn/term/1001260000, -3.3, 40.016
7059201," ""Gede Ruins"" ."," ""Gedi Ruins"" .; ""Gedi"" .", <http://vocab.getty.edu/aat/300008347; <http://vocab.getty.edu/aat/300008057," ""Kilifi, Kenya, Africa, World"" ."," ""Kilifi, Kenya, ... World"" .", <http://vocab.getty.edu/aat/300008347, <http://vocab.getty.edu/tgn/term/1001260001, -3.3, 40.016
7593757," ""Baringo"" ."," ""Baringo County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002198981, .683, 35.933
7593758," ""Bomet"" ."," ""Bomet County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002198983, -.716, 35.3
7593759," ""Bungoma"" ."," ""Bungoma County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002198985, .75, 34.633
7593760," ""Busia"" ."," ""Busia County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002198987, .4, 34.2
7593761," ""Elgeyo/Marakwet"" ."," ""Elgeyo/Marakwet County"" .; ""Elgeyo-Marakwet District"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002198989, .8, 35.566
7593762," ""Embu"" ."," ""Embu County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002198992, -.616, 37.65
7593763," ""Garissa"" ."," ""Garissa County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002198994, -.5, 40.25
7593764," ""Homa Bay"" ."," ""Homa Bay County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002198996, -.6, 34.416
7593765," ""Isiolo"" ."," ""Isiolo County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002198998, .983, 38.533
7593766," ""Kajiado"" ."," ""Kajiado County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199000, -2.133, 36.916
7593767," ""Kakamega"" ."," ""Kakamega County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199002, .416, 34.75
7593768," ""Kericho"" ."," ""Kericho County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199004, -.316, 35.3
7593769," ""Kiambu"" ."," ""Kiambu County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199006, -1.066, 36.816
7593770," ""Kilifi"" ."," ""Kilifi County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199008, -3.166, 39.7
7593771," ""Kirinyaga"" ."," ""Kirinyaga County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199010, -.533, 37.316
7593772," ""Kisii"" ."," ""Kisii County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199012, -.783, 34.766
7593773," ""Kisumu"" ."," ""Kisumu County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199014, -.166, 34.916
7593774," ""Kitui"" ."," ""Kitui County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199016, -1.5, 38.4
7593775," ""Kwale"" ."," ""Kwale County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199018, -4.133, 39.2
7593776," ""Laikipia"" ."," ""Laikipia County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199020, .333, 36.766
7593777," ""Lamu"" ."," ""Lamu County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199022, -2.033, 40.783
7593778," ""Machakos"" ."," ""Machakos County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199024, -1.283, 37.416
7593779," ""Makueni"" ."," ""Makueni County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199026, -2.15, 37.783
7593780," ""Mandera"" ."," ""Mandera County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199028, 3.366, 40.7
7593781," ""Marsabit"" ."," ""Marsabit County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199030, 2.966, 37.6
7593782," ""Meru"" ."," ""Meru County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199032, .05, 37.566
7593783," ""Migori"" ."," ""Migori County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199034, -1, 34.433
7593784," ""Mombasa"" ."," ""Mombasa County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199036, -4, 39.666
7593785," ""Murang'a"" ."," ""Murang'a County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199038, -.816, 37.033
7593786," ""Nairobi City"" ."," ""Nairobi City County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199040, -1.283, 36.833
7593787," ""Nakuru"" ."," ""Nakuru County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199042, -.466, 36.083
7593788," ""Nandi"" ."," ""Nandi County"" .", <http://vocab.getty.edu/aat/300387064; <http://vocab.getty.edu/aat/300000771," ""Kenya, Africa, World"" ."," ""Kenya, Africa, World"" .", <http://vocab.getty.edu/aat/300387064, <http://vocab.getty.edu/tgn/term/1002199044, .183, 35.116
